crop,modelname,train_genotype,test_genotype,collectiondate,genotype,individual_id,img_name,IoU
sorghum,SegFormer,second_half,66,1,66,5,1_66_5_aug4.jpg,0.88870764
sorghum,SegFormer,second_half,66,1,66,5,1_66_5_aug5.jpg,0.9027822
sorghum,SegFormer,second_half,66,2,66,1,2_66_1.jpg,0.95788926
sorghum,SegFormer,second_half,66,2,66,10,2_66_10.jpg,0.95460105
sorghum,SegFormer,second_half,66,2,66,10,2_66_10_aug1.jpg,0.94923633
sorghum,SegFormer,second_half,66,2,66,10,2_66_10_aug2.jpg,0.9509597
sorghum,SegFormer,second_half,66,2,66,10,2_66_10_aug3.jpg,0.94374675
sorghum,SegFormer,second_half,66,2,66,10,2_66_10_aug4.jpg,0.9552429
sorghum,SegFormer,second_half,66,2,66,10,2_66_10_aug5.jpg,0.95196736
sorghum,SegFormer,second_half,66,2,66,1,2_66_1_aug1.jpg,0.9547263
sorghum,SegFormer,second_half,66,2,66,1,2_66_1_aug2.jpg,0.9635904
sorghum,SegFormer,second_half,66,2,66,1,2_66_1_aug3.jpg,0.96754014
sorghum,SegFormer,second_half,66,2,66,1,2_66_1_aug4.jpg,0.9666044
sorghum,SegFormer,second_half,66,2,66,1,2_66_1_aug5.jpg,0.9588435
sorghum,SegFormer,second_half,66,2,66,5,2_66_5.jpg,0.9644466
sorghum,SegFormer,second_half,66,2,66,5,2_66_5_aug1.jpg,0.96615446
sorghum,SegFormer,second_half,66,2,66,5,2_66_5_aug2.jpg,0.96264505
sorghum,SegFormer,second_half,66,2,66,5,2_66_5_aug3.jpg,0.963334
sorghum,SegFormer,second_half,66,2,66,5,2_66_5_aug4.jpg,0.9653399
sorghum,SegFormer,second_half,66,2,66,5,2_66_5_aug5.jpg,0.9611021
sorghum,SegFormer,second_half,66,3,66,1,3_66_1.jpg,0.9102309
sorghum,SegFormer,second_half,66,3,66,10,3_66_10.jpg,0.94558764
sorghum,SegFormer,second_half,66,3,66,10,3_66_10_aug1.jpg,0.9319589
sorghum,SegFormer,second_half,66,3,66,10,3_66_10_aug2.jpg,0.92286015
sorghum,SegFormer,second_half,66,3,66,10,3_66_10_aug3.jpg,0.943439
sorghum,SegFormer,second_half,66,3,66,10,3_66_10_aug4.jpg,0.94244814
sorghum,SegFormer,second_half,66,3,66,10,3_66_10_aug5.jpg,0.9450045
sorghum,SegFormer,second_half,66,3,66,1,3_66_1_aug1.jpg,0.92975247
sorghum,SegFormer,second_half,66,3,66,1,3_66_1_aug2.jpg,0.91149575
sorghum,SegFormer,second_half,66,3,66,1,3_66_1_aug3.jpg,0.88358986
sorghum,SegFormer,second_half,66,3,66,1,3_66_1_aug4.jpg,0.89779013
sorghum,SegFormer,second_half,66,3,66,1,3_66_1_aug5.jpg,0.91958225
sorghum,SegFormer,second_half,66,3,66,5,3_66_5.jpg,0.96929574
sorghum,SegFormer,second_half,66,3,66,5,3_66_5_aug1.jpg,0.9670135
sorghum,SegFormer,second_half,66,3,66,5,3_66_5_aug2.jpg,0.96655643
sorghum,SegFormer,second_half,66,3,66,5,3_66_5_aug3.jpg,0.96474916
sorghum,SegFormer,second_half,66,3,66,5,3_66_5_aug4.jpg,0.96982527
sorghum,SegFormer,second_half,66,3,66,5,3_66_5_aug5.jpg,0.9677526
sorghum,SegFormer,second_half,66,4,66,1,4_66_1.jpg,0.9195577
sorghum,SegFormer,second_half,66,4,66,10,4_66_10.jpg,0.95506215
sorghum,SegFormer,second_half,66,4,66,10,4_66_10_aug1.jpg,0.94013095
sorghum,SegFormer,second_half,66,4,66,10,4_66_10_aug2.jpg,0.95317733
sorghum,SegFormer,second_half,66,4,66,10,4_66_10_aug3.jpg,0.9052664
sorghum,SegFormer,second_half,66,4,66,10,4_66_10_aug4.jpg,0.95612234
sorghum,SegFormer,second_half,66,4,66,10,4_66_10_aug5.jpg,0.9454177
sorghum,SegFormer,second_half,66,4,66,1,4_66_1_aug1.jpg,0.9268569
sorghum,SegFormer,second_half,66,4,66,1,4_66_1_aug2.jpg,0.90410393
sorghum,SegFormer,second_half,66,4,66,1,4_66_1_aug3.jpg,0.9269027
sorghum,SegFormer,second_half,66,4,66,1,4_66_1_aug4.jpg,0.91926134
sorghum,SegFormer,second_half,66,4,66,1,4_66_1_aug5.jpg,0.9230526
sorghum,SegFormer,second_half,66,4,66,5,4_66_5.jpg,0.9583785
sorghum,SegFormer,second_half,66,4,66,5,4_66_5_aug1.jpg,0.96005654
sorghum,SegFormer,second_half,66,4,66,5,4_66_5_aug2.jpg,0.96294
sorghum,SegFormer,second_half,66,4,66,5,4_66_5_aug3.jpg,0.9588048
sorghum,SegFormer,second_half,66,4,66,5,4_66_5_aug4.jpg,0.9583333
sorghum,SegFormer,second_half,66,4,66,5,4_66_5_aug5.jpg,0.9525708
sorghum,SegFormer,second_half,66,5,66,1,5_66_1.jpg,0.9268444
sorghum,SegFormer,second_half,66,5,66,10,5_66_10.jpg,0.9070669
sorghum,SegFormer,second_half,66,5,66,10,5_66_10_aug1.jpg,0.9071519
sorghum,SegFormer,second_half,66,5,66,10,5_66_10_aug2.jpg,0.9200791
sorghum,SegFormer,second_half,66,5,66,10,5_66_10_aug3.jpg,0.93067515
sorghum,SegFormer,second_half,66,5,66,10,5_66_10_aug4.jpg,0.9050355
sorghum,SegFormer,second_half,66,5,66,10,5_66_10_aug5.jpg,0.90066165
sorghum,SegFormer,second_half,66,5,66,1,5_66_1_aug1.jpg,0.938723
sorghum,SegFormer,second_half,66,5,66,1,5_66_1_aug2.jpg,0.92047745
sorghum,SegFormer,second_half,66,5,66,1,5_66_1_aug3.jpg,0.8942995
sorghum,SegFormer,second_half,66,5,66,1,5_66_1_aug4.jpg,0.9075872
sorghum,SegFormer,second_half,66,5,66,1,5_66_1_aug5.jpg,0.9184289
sorghum,SegFormer,second_half,66,5,66,5,5_66_5.jpg,0.9677982
sorghum,SegFormer,second_half,66,5,66,5,5_66_5_aug1.jpg,0.96552837
sorghum,SegFormer,second_half,66,5,66,5,5_66_5_aug2.jpg,0.9670055
sorghum,SegFormer,second_half,66,5,66,5,5_66_5_aug3.jpg,0.96452695
sorghum,SegFormer,second_half,66,5,66,5,5_66_5_aug4.jpg,0.96628714
sorghum,SegFormer,second_half,66,5,66,5,5_66_5_aug5.jpg,0.96595985
sorghum,SegFormer,second_half,67,1,67,1,1_67_1.jpg,0.9140296
sorghum,SegFormer,second_half,67,1,67,10,1_67_10.jpg,0.9481848
sorghum,SegFormer,second_half,67,1,67,10,1_67_10_aug1.jpg,0.9318749
sorghum,SegFormer,second_half,67,1,67,10,1_67_10_aug2.jpg,0.92862767
sorghum,SegFormer,second_half,67,1,67,10,1_67_10_aug3.jpg,0.92537826
sorghum,SegFormer,second_half,67,1,67,10,1_67_10_aug4.jpg,0.94464236
sorghum,SegFormer,second_half,67,1,67,10,1_67_10_aug5.jpg,0.94450843
sorghum,SegFormer,second_half,67,1,67,1,1_67_1_aug1.jpg,0.8416298
sorghum,SegFormer,second_half,67,1,67,1,1_67_1_aug2.jpg,0.8577794
sorghum,SegFormer,second_half,67,1,67,1,1_67_1_aug3.jpg,0.868661
sorghum,SegFormer,second_half,67,1,67,1,1_67_1_aug4.jpg,0.90355116
sorghum,SegFormer,second_half,67,1,67,1,1_67_1_aug5.jpg,0.9135078
sorghum,SegFormer,second_half,67,1,67,5,1_67_5.jpg,0.8629983
sorghum,SegFormer,second_half,67,1,67,5,1_67_5_aug1.jpg,0.91824466
sorghum,SegFormer,second_half,67,1,67,5,1_67_5_aug2.jpg,0.9189676
sorghum,SegFormer,second_half,67,1,67,5,1_67_5_aug3.jpg,0.9356714
sorghum,SegFormer,second_half,67,1,67,5,1_67_5_aug4.jpg,0.8582266
sorghum,SegFormer,second_half,67,1,67,5,1_67_5_aug5.jpg,0.8527501
sorghum,SegFormer,second_half,67,2,67,1,2_67_1.jpg,0.92544025
sorghum,SegFormer,second_half,67,2,67,10,2_67_10.jpg,0.915361
sorghum,SegFormer,second_half,67,2,67,10,2_67_10_aug1.jpg,0.88537973
sorghum,SegFormer,second_half,67,2,67,10,2_67_10_aug2.jpg,0.85631865
sorghum,SegFormer,second_half,67,2,67,10,2_67_10_aug3.jpg,0.8671267
sorghum,SegFormer,second_half,67,2,67,10,2_67_10_aug4.jpg,0.9214484
sorghum,SegFormer,second_half,67,2,67,10,2_67_10_aug5.jpg,0.9109159
sorghum,SegFormer,second_half,67,2,67,1,2_67_1_aug1.jpg,0.87063617
sorghum,SegFormer,second_half,67,2,67,1,2_67_1_aug2.jpg,0.9136738
sorghum,SegFormer,second_half,67,2,67,1,2_67_1_aug3.jpg,0.88208055
sorghum,SegFormer,second_half,67,2,67,1,2_67_1_aug4.jpg,0.9244474
sorghum,SegFormer,second_half,67,2,67,1,2_67_1_aug5.jpg,0.9189594
sorghum,SegFormer,second_half,67,2,67,5,2_67_5.jpg,0.91921204
sorghum,SegFormer,second_half,67,2,67,5,2_67_5_aug1.jpg,0.9453855
sorghum,SegFormer,second_half,67,2,67,5,2_67_5_aug2.jpg,0.9248013
sorghum,SegFormer,second_half,67,2,67,5,2_67_5_aug3.jpg,0.8938993
sorghum,SegFormer,second_half,67,2,67,5,2_67_5_aug4.jpg,0.9252979
sorghum,SegFormer,second_half,67,2,67,5,2_67_5_aug5.jpg,0.91998166
sorghum,SegFormer,second_half,67,3,67,1,3_67_1.jpg,0.9038458
sorghum,SegFormer,second_half,67,3,67,10,3_67_10.jpg,0.9469069
sorghum,SegFormer,second_half,67,3,67,10,3_67_10_aug1.jpg,0.9536078
sorghum,SegFormer,second_half,67,3,67,10,3_67_10_aug2.jpg,0.95121336
sorghum,SegFormer,second_half,67,3,67,10,3_67_10_aug3.jpg,0.9361024
sorghum,SegFormer,second_half,67,3,67,10,3_67_10_aug4.jpg,0.94997793
sorghum,SegFormer,second_half,67,3,67,10,3_67_10_aug5.jpg,0.9284956
sorghum,SegFormer,second_half,67,3,67,1,3_67_1_aug1.jpg,0.8835734
sorghum,SegFormer,second_half,67,3,67,1,3_67_1_aug2.jpg,0.8714808
sorghum,SegFormer,second_half,67,3,67,1,3_67_1_aug3.jpg,0.87875366
sorghum,SegFormer,second_half,67,3,67,1,3_67_1_aug4.jpg,0.8849377
sorghum,SegFormer,second_half,67,3,67,1,3_67_1_aug5.jpg,0.8948962
sorghum,SegFormer,second_half,67,3,67,5,3_67_5.jpg,0.8296397
sorghum,SegFormer,second_half,67,3,67,5,3_67_5_aug1.jpg,0.8771168
sorghum,SegFormer,second_half,67,3,67,5,3_67_5_aug2.jpg,0.74950355
sorghum,SegFormer,second_half,67,3,67,5,3_67_5_aug3.jpg,0.79024184
sorghum,SegFormer,second_half,67,3,67,5,3_67_5_aug4.jpg,0.8283102
sorghum,SegFormer,second_half,67,3,67,5,3_67_5_aug5.jpg,0.82840776
sorghum,SegFormer,second_half,67,4,67,1,4_67_1.jpg,0.9095952
sorghum,SegFormer,second_half,67,4,67,10,4_67_10.jpg,0.78962475
sorghum,SegFormer,second_half,67,4,67,10,4_67_10_aug1.jpg,0.8096802
sorghum,SegFormer,second_half,67,4,67,10,4_67_10_aug2.jpg,0.8107884
sorghum,SegFormer,second_half,67,4,67,10,4_67_10_aug3.jpg,0.7434511
sorghum,SegFormer,second_half,67,4,67,10,4_67_10_aug4.jpg,0.835424
sorghum,SegFormer,second_half,67,4,67,10,4_67_10_aug5.jpg,0.6657166
sorghum,SegFormer,second_half,67,4,67,1,4_67_1_aug1.jpg,0.79115367
sorghum,SegFormer,second_half,67,4,67,1,4_67_1_aug2.jpg,0.83449847
sorghum,SegFormer,second_half,67,4,67,1,4_67_1_aug3.jpg,0.7748247
sorghum,SegFormer,second_half,67,4,67,1,4_67_1_aug4.jpg,0.9006071
sorghum,SegFormer,second_half,67,4,67,1,4_67_1_aug5.jpg,0.8736755
sorghum,SegFormer,second_half,67,4,67,5,4_67_5.jpg,0.85291755
sorghum,SegFormer,second_half,67,4,67,5,4_67_5_aug1.jpg,0.85196507
sorghum,SegFormer,second_half,67,4,67,5,4_67_5_aug2.jpg,0.8648696
sorghum,SegFormer,second_half,67,4,67,5,4_67_5_aug3.jpg,0.9197666
sorghum,SegFormer,second_half,67,4,67,5,4_67_5_aug4.jpg,0.84024787
sorghum,SegFormer,second_half,67,4,67,5,4_67_5_aug5.jpg,0.832029
sorghum,SegFormer,second_half,67,5,67,1,5_67_1.jpg,0.91515136
sorghum,SegFormer,second_half,67,5,67,10,5_67_10.jpg,0.9172833
sorghum,SegFormer,second_half,67,5,67,10,5_67_10_aug1.jpg,0.94237393
sorghum,SegFormer,second_half,67,5,67,10,5_67_10_aug2.jpg,0.940112
sorghum,SegFormer,second_half,67,5,67,10,5_67_10_aug3.jpg,0.9383479
sorghum,SegFormer,second_half,67,5,67,10,5_67_10_aug4.jpg,0.90903276
sorghum,SegFormer,second_half,67,5,67,10,5_67_10_aug5.jpg,0.89106286
sorghum,SegFormer,second_half,67,5,67,1,5_67_1_aug1.jpg,0.93181366
sorghum,SegFormer,second_half,67,5,67,1,5_67_1_aug2.jpg,0.905328
sorghum,SegFormer,second_half,67,5,67,1,5_67_1_aug3.jpg,0.91079164
sorghum,SegFormer,second_half,67,5,67,1,5_67_1_aug4.jpg,0.91009694
sorghum,SegFormer,second_half,67,5,67,1,5_67_1_aug5.jpg,0.90999895
sorghum,SegFormer,second_half,67,5,67,5,5_67_5.jpg,0.91470355
sorghum,SegFormer,second_half,67,5,67,5,5_67_5_aug1.jpg,0.9351245
sorghum,SegFormer,second_half,67,5,67,5,5_67_5_aug2.jpg,0.9423893
sorghum,SegFormer,second_half,67,5,67,5,5_67_5_aug3.jpg,0.9355153
sorghum,SegFormer,second_half,67,5,67,5,5_67_5_aug4.jpg,0.94009143
sorghum,SegFormer,second_half,67,5,67,5,5_67_5_aug5.jpg,0.91220367
sorghum,SegFormer,second_half,68,1,68,1,1_68_1.jpg,0.8670675
sorghum,SegFormer,second_half,68,1,68,10,1_68_10.jpg,0.83174366
sorghum,SegFormer,second_half,68,1,68,10,1_68_10_aug1.jpg,0.76143944
sorghum,SegFormer,second_half,68,1,68,10,1_68_10_aug2.jpg,0.6602787
sorghum,SegFormer,second_half,68,1,68,10,1_68_10_aug3.jpg,0.7023846
sorghum,SegFormer,second_half,68,1,68,10,1_68_10_aug4.jpg,0.82924545
sorghum,SegFormer,second_half,68,1,68,10,1_68_10_aug5.jpg,0.79942214
sorghum,SegFormer,second_half,68,1,68,1,1_68_1_aug1.jpg,0.8746986
sorghum,SegFormer,second_half,68,1,68,1,1_68_1_aug2.jpg,0.86527944
sorghum,SegFormer,second_half,68,1,68,1,1_68_1_aug3.jpg,0.86828804
sorghum,SegFormer,second_half,68,1,68,1,1_68_1_aug4.jpg,0.8586317
sorghum,SegFormer,second_half,68,1,68,1,1_68_1_aug5.jpg,0.85120195
sorghum,SegFormer,second_half,68,1,68,5,1_68_5.jpg,0.8913877
sorghum,SegFormer,second_half,68,1,68,5,1_68_5_aug1.jpg,0.8896433
sorghum,SegFormer,second_half,68,1,68,5,1_68_5_aug2.jpg,0.8817814
sorghum,SegFormer,second_half,68,1,68,5,1_68_5_aug3.jpg,0.8581286
sorghum,SegFormer,second_half,68,1,68,5,1_68_5_aug4.jpg,0.866047
sorghum,SegFormer,second_half,68,1,68,5,1_68_5_aug5.jpg,0.8791749
sorghum,SegFormer,second_half,68,2,68,1,2_68_1.jpg,0.88735455
sorghum,SegFormer,second_half,68,2,68,10,2_68_10.jpg,0.8673546
sorghum,SegFormer,second_half,68,2,68,10,2_68_10_aug1.jpg,0.85976297
sorghum,SegFormer,second_half,68,2,68,10,2_68_10_aug2.jpg,0.8766318
sorghum,SegFormer,second_half,68,2,68,10,2_68_10_aug3.jpg,0.8198274
sorghum,SegFormer,second_half,68,2,68,10,2_68_10_aug4.jpg,0.8677293
sorghum,SegFormer,second_half,68,2,68,10,2_68_10_aug5.jpg,0.8722723
sorghum,SegFormer,second_half,68,2,68,1,2_68_1_aug1.jpg,0.88953227
sorghum,SegFormer,second_half,68,2,68,1,2_68_1_aug2.jpg,0.8772363
sorghum,SegFormer,second_half,68,2,68,1,2_68_1_aug3.jpg,0.88214076
sorghum,SegFormer,second_half,68,2,68,1,2_68_1_aug4.jpg,0.8892478
sorghum,SegFormer,second_half,68,2,68,1,2_68_1_aug5.jpg,0.88566107
sorghum,SegFormer,second_half,68,2,68,5,2_68_5.jpg,0.8992586
sorghum,SegFormer,second_half,68,2,68,5,2_68_5_aug1.jpg,0.85241234
sorghum,SegFormer,second_half,68,2,68,5,2_68_5_aug2.jpg,0.8968607
sorghum,SegFormer,second_half,68,2,68,5,2_68_5_aug3.jpg,0.879463
sorghum,SegFormer,second_half,68,2,68,5,2_68_5_aug4.jpg,0.90134555
sorghum,SegFormer,second_half,68,2,68,5,2_68_5_aug5.jpg,0.9019996
sorghum,SegFormer,second_half,68,3,68,1,3_68_1.jpg,0.8362407
sorghum,SegFormer,second_half,68,3,68,10,3_68_10.jpg,0.75492686
sorghum,SegFormer,second_half,68,3,68,10,3_68_10_aug1.jpg,0.79483944
sorghum,SegFormer,second_half,68,3,68,10,3_68_10_aug2.jpg,0.7927272
sorghum,SegFormer,second_half,68,3,68,10,3_68_10_aug3.jpg,0.74486613
sorghum,SegFormer,second_half,68,3,68,10,3_68_10_aug4.jpg,0.73288465
sorghum,SegFormer,second_half,68,3,68,10,3_68_10_aug5.jpg,0.6933628
sorghum,SegFormer,second_half,68,3,68,1,3_68_1_aug1.jpg,0.820107
sorghum,SegFormer,second_half,68,3,68,1,3_68_1_aug2.jpg,0.84883106
sorghum,SegFormer,second_half,68,3,68,1,3_68_1_aug3.jpg,0.82325876
sorghum,SegFormer,second_half,68,3,68,1,3_68_1_aug4.jpg,0.8356934
sorghum,SegFormer,second_half,68,3,68,1,3_68_1_aug5.jpg,0.85158163
sorghum,SegFormer,second_half,68,3,68,5,3_68_5.jpg,0.7847938
sorghum,SegFormer,second_half,68,3,68,5,3_68_5_aug1.jpg,0.8269179
sorghum,SegFormer,second_half,68,3,68,5,3_68_5_aug2.jpg,0.6797316
sorghum,SegFormer,second_half,68,3,68,5,3_68_5_aug3.jpg,0.76362646
sorghum,SegFormer,second_half,68,3,68,5,3_68_5_aug4.jpg,0.77804476
sorghum,SegFormer,second_half,68,3,68,5,3_68_5_aug5.jpg,0.6787385
sorghum,SegFormer,second_half,68,4,68,1,4_68_1.jpg,0.8668047
sorghum,SegFormer,second_half,68,4,68,10,4_68_10.jpg,0.8610967
sorghum,SegFormer,second_half,68,4,68,10,4_68_10_aug1.jpg,0.8599656
sorghum,SegFormer,second_half,68,4,68,10,4_68_10_aug2.jpg,0.8453785
sorghum,SegFormer,second_half,68,4,68,10,4_68_10_aug3.jpg,0.7983336
sorghum,SegFormer,second_half,68,4,68,10,4_68_10_aug4.jpg,0.8681329
sorghum,SegFormer,second_half,68,4,68,10,4_68_10_aug5.jpg,0.85039514
sorghum,SegFormer,second_half,68,4,68,1,4_68_1_aug1.jpg,0.8844633
sorghum,SegFormer,second_half,68,4,68,1,4_68_1_aug2.jpg,0.8849922
sorghum,SegFormer,second_half,68,4,68,1,4_68_1_aug3.jpg,0.88665396
sorghum,SegFormer,second_half,68,4,68,1,4_68_1_aug4.jpg,0.88823223
sorghum,SegFormer,second_half,68,4,68,1,4_68_1_aug5.jpg,0.7395272
sorghum,SegFormer,second_half,68,4,68,5,4_68_5.jpg,0.80620635
sorghum,SegFormer,second_half,68,4,68,5,4_68_5_aug1.jpg,0.7996358
sorghum,SegFormer,second_half,68,4,68,5,4_68_5_aug2.jpg,0.7862988
sorghum,SegFormer,second_half,68,4,68,5,4_68_5_aug3.jpg,0.77337855
sorghum,SegFormer,second_half,68,4,68,5,4_68_5_aug4.jpg,0.8020594
sorghum,SegFormer,second_half,68,4,68,5,4_68_5_aug5.jpg,0.71632653
sorghum,SegFormer,second_half,68,5,68,1,5_68_1.jpg,0.8451409
sorghum,SegFormer,second_half,68,5,68,10,5_68_10.jpg,0.8689263
sorghum,SegFormer,second_half,68,5,68,10,5_68_10_aug1.jpg,0.86529326
sorghum,SegFormer,second_half,68,5,68,10,5_68_10_aug2.jpg,0.86707675
sorghum,SegFormer,second_half,68,5,68,10,5_68_10_aug3.jpg,0.8411923
sorghum,SegFormer,second_half,68,5,68,10,5_68_10_aug4.jpg,0.8656067
sorghum,SegFormer,second_half,68,5,68,10,5_68_10_aug5.jpg,0.8510695
sorghum,SegFormer,second_half,68,5,68,1,5_68_1_aug1.jpg,0.8728786
sorghum,SegFormer,second_half,68,5,68,1,5_68_1_aug2.jpg,0.8375574
sorghum,SegFormer,second_half,68,5,68,1,5_68_1_aug3.jpg,0.84572655
sorghum,SegFormer,second_half,68,5,68,1,5_68_1_aug4.jpg,0.8315202
sorghum,SegFormer,second_half,68,5,68,1,5_68_1_aug5.jpg,0.8615209
sorghum,SegFormer,second_half,68,5,68,5,5_68_5.jpg,0.85769767
sorghum,SegFormer,second_half,68,5,68,5,5_68_5_aug1.jpg,0.83506364
sorghum,SegFormer,second_half,68,5,68,5,5_68_5_aug2.jpg,0.8453905
sorghum,SegFormer,second_half,68,5,68,5,5_68_5_aug3.jpg,0.8434656
sorghum,SegFormer,second_half,68,5,68,5,5_68_5_aug4.jpg,0.8576566
sorghum,SegFormer,second_half,68,5,68,5,5_68_5_aug5.jpg,0.8569836
sorghum,SegFormer,second_half,69,1,69,1,1_69_1.jpg,0.95551383
sorghum,SegFormer,second_half,69,1,69,10,1_69_10.jpg,0.9574867
sorghum,SegFormer,second_half,69,1,69,10,1_69_10_aug1.jpg,0.9275679
sorghum,SegFormer,second_half,69,1,69,10,1_69_10_aug2.jpg,0.9555448
sorghum,SegFormer,second_half,69,1,69,10,1_69_10_aug3.jpg,0.950061
sorghum,SegFormer,second_half,69,1,69,10,1_69_10_aug4.jpg,0.9571788
sorghum,SegFormer,second_half,69,1,69,10,1_69_10_aug5.jpg,0.9526924
sorghum,SegFormer,second_half,69,1,69,1,1_69_1_aug1.jpg,0.95475346
sorghum,SegFormer,second_half,69,1,69,1,1_69_1_aug2.jpg,0.955434
sorghum,SegFormer,second_half,69,1,69,1,1_69_1_aug3.jpg,0.92973053
sorghum,SegFormer,second_half,69,1,69,1,1_69_1_aug4.jpg,0.9545604
sorghum,SegFormer,second_half,69,1,69,1,1_69_1_aug5.jpg,0.9552413
sorghum,SegFormer,second_half,69,1,69,5,1_69_5.jpg,0.95595074
sorghum,SegFormer,second_half,69,1,69,5,1_69_5_aug1.jpg,0.93778765
sorghum,SegFormer,second_half,69,1,69,5,1_69_5_aug2.jpg,0.92488074
sorghum,SegFormer,second_half,69,1,69,5,1_69_5_aug3.jpg,0.94923216
sorghum,SegFormer,second_half,69,1,69,5,1_69_5_aug4.jpg,0.95039254
sorghum,SegFormer,second_half,69,1,69,5,1_69_5_aug5.jpg,0.8955582
sorghum,SegFormer,second_half,69,2,69,1,2_69_1.jpg,0.94697195
sorghum,SegFormer,second_half,69,2,69,10,2_69_10.jpg,0.943712
sorghum,SegFormer,second_half,69,2,69,10,2_69_10_aug1.jpg,0.95142615
sorghum,SegFormer,second_half,69,2,69,10,2_69_10_aug2.jpg,0.95331573
sorghum,SegFormer,second_half,69,2,69,10,2_69_10_aug3.jpg,0.9354129
sorghum,SegFormer,second_half,69,2,69,10,2_69_10_aug4.jpg,0.9360304
sorghum,SegFormer,second_half,69,2,69,10,2_69_10_aug5.jpg,0.9488634
sorghum,SegFormer,second_half,69,2,69,1,2_69_1_aug1.jpg,0.93476146
sorghum,SegFormer,second_half,69,2,69,1,2_69_1_aug2.jpg,0.9169996
sorghum,SegFormer,second_half,69,2,69,1,2_69_1_aug3.jpg,0.8365893
sorghum,SegFormer,second_half,69,2,69,1,2_69_1_aug4.jpg,0.9554862
sorghum,SegFormer,second_half,69,2,69,1,2_69_1_aug5.jpg,0.94617254
sorghum,SegFormer,second_half,69,2,69,5,2_69_5.jpg,0.9604612
sorghum,SegFormer,second_half,69,2,69,5,2_69_5_aug1.jpg,0.9614352
sorghum,SegFormer,second_half,69,2,69,5,2_69_5_aug2.jpg,0.9609057
sorghum,SegFormer,second_half,69,2,69,5,2_69_5_aug3.jpg,0.9604254
sorghum,SegFormer,second_half,69,2,69,5,2_69_5_aug4.jpg,0.9600326
sorghum,SegFormer,second_half,69,2,69,5,2_69_5_aug5.jpg,0.9597424
sorghum,SegFormer,second_half,69,3,69,1,3_69_1.jpg,0.935321
sorghum,SegFormer,second_half,69,3,69,10,3_69_10.jpg,0.9300579
sorghum,SegFormer,second_half,69,3,69,10,3_69_10_aug1.jpg,0.92220694
sorghum,SegFormer,second_half,69,3,69,10,3_69_10_aug2.jpg,0.9277569
sorghum,SegFormer,second_half,69,3,69,10,3_69_10_aug3.jpg,0.9191483
sorghum,SegFormer,second_half,69,3,69,10,3_69_10_aug4.jpg,0.92969114
sorghum,SegFormer,second_half,69,3,69,10,3_69_10_aug5.jpg,0.92944443
sorghum,SegFormer,second_half,69,3,69,1,3_69_1_aug1.jpg,0.9387848
sorghum,SegFormer,second_half,69,3,69,1,3_69_1_aug2.jpg,0.9463879
sorghum,SegFormer,second_half,69,3,69,1,3_69_1_aug3.jpg,0.9434076
sorghum,SegFormer,second_half,69,3,69,1,3_69_1_aug4.jpg,0.9359882
sorghum,SegFormer,second_half,69,3,69,1,3_69_1_aug5.jpg,0.93418306
sorghum,SegFormer,second_half,69,3,69,5,3_69_5.jpg,0.9012087
sorghum,SegFormer,second_half,69,3,69,5,3_69_5_aug1.jpg,0.85793996
sorghum,SegFormer,second_half,69,3,69,5,3_69_5_aug2.jpg,0.9031949
sorghum,SegFormer,second_half,69,3,69,5,3_69_5_aug3.jpg,0.90107995
sorghum,SegFormer,second_half,69,3,69,5,3_69_5_aug4.jpg,0.8511321
sorghum,SegFormer,second_half,69,3,69,5,3_69_5_aug5.jpg,0.9301012
sorghum,SegFormer,second_half,69,4,69,1,4_69_1.jpg,0.9188148
sorghum,SegFormer,second_half,69,4,69,10,4_69_10.jpg,0.9497092
sorghum,SegFormer,second_half,69,4,69,10,4_69_10_aug1.jpg,0.94133985
sorghum,SegFormer,second_half,69,4,69,10,4_69_10_aug2.jpg,0.93557215
sorghum,SegFormer,second_half,69,4,69,10,4_69_10_aug3.jpg,0.936134
sorghum,SegFormer,second_half,69,4,69,10,4_69_10_aug4.jpg,0.9414896
sorghum,SegFormer,second_half,69,4,69,10,4_69_10_aug5.jpg,0.92408085
sorghum,SegFormer,second_half,69,4,69,1,4_69_1_aug1.jpg,0.88688946
sorghum,SegFormer,second_half,69,4,69,1,4_69_1_aug2.jpg,0.8533918
sorghum,SegFormer,second_half,69,4,69,1,4_69_1_aug3.jpg,0.8818184
sorghum,SegFormer,second_half,69,4,69,1,4_69_1_aug4.jpg,0.91554093
sorghum,SegFormer,second_half,69,4,69,1,4_69_1_aug5.jpg,0.9109777
sorghum,SegFormer,second_half,69,4,69,5,4_69_5.jpg,0.91546696
sorghum,SegFormer,second_half,69,4,69,5,4_69_5_aug1.jpg,0.9232642
sorghum,SegFormer,second_half,69,4,69,5,4_69_5_aug2.jpg,0.91757697
sorghum,SegFormer,second_half,69,4,69,5,4_69_5_aug3.jpg,0.9084925
sorghum,SegFormer,second_half,69,4,69,5,4_69_5_aug4.jpg,0.9178901
sorghum,SegFormer,second_half,69,4,69,5,4_69_5_aug5.jpg,0.9085213
sorghum,SegFormer,second_half,69,5,69,1,5_69_1.jpg,0.9470976
sorghum,SegFormer,second_half,69,5,69,10,5_69_10.jpg,0.96135014
sorghum,SegFormer,second_half,69,5,69,10,5_69_10_aug1.jpg,0.9632854
sorghum,SegFormer,second_half,69,5,69,10,5_69_10_aug2.jpg,0.95921594
