crop,modelname,train_genotype,test_genotype,collectiondate,genotype,individual_id,img_name,IoU
wheat,U-NET,first_half,1,1,1,1,1_1_1.jpg,0.43603745
wheat,U-NET,first_half,1,1,1,10,1_1_10.jpg,0.6881196
wheat,U-NET,first_half,1,1,1,10,1_1_10_aug1.jpg,0.9257972
wheat,U-NET,first_half,1,1,1,10,1_1_10_aug2.jpg,0.67532855
wheat,U-NET,first_half,1,1,1,10,1_1_10_aug3.jpg,0.9120032
wheat,U-NET,first_half,1,1,1,10,1_1_10_aug4.jpg,0.72909534
wheat,U-NET,first_half,1,1,1,10,1_1_10_aug5.jpg,0.8704351
wheat,U-NET,first_half,1,1,1,1,1_1_1_aug1.jpg,0.6342593
wheat,U-NET,first_half,1,1,1,1,1_1_1_aug2.jpg,0.81460136
wheat,U-NET,first_half,1,1,1,1,1_1_1_aug3.jpg,0.60552895
wheat,U-NET,first_half,1,1,1,1,1_1_1_aug4.jpg,0.53625
wheat,U-NET,first_half,1,1,1,1,1_1_1_aug5.jpg,0.70332885
wheat,U-NET,first_half,1,1,1,5,1_1_5.jpg,0.942749
wheat,U-NET,first_half,1,1,1,5,1_1_5_aug1.jpg,0.9446954
wheat,U-NET,first_half,1,1,1,5,1_1_5_aug2.jpg,0.94015115
wheat,U-NET,first_half,1,1,1,5,1_1_5_aug3.jpg,0.9372793
wheat,U-NET,first_half,1,1,1,5,1_1_5_aug4.jpg,0.94166464
wheat,U-NET,first_half,1,1,1,5,1_1_5_aug5.jpg,0.92393386
wheat,U-NET,first_half,1,2,1,1,2_1_1.jpg,0.8935788
wheat,U-NET,first_half,1,2,1,10,2_1_10.jpg,0.887974
wheat,U-NET,first_half,1,2,1,10,2_1_10_aug1.jpg,0.89084065
wheat,U-NET,first_half,1,2,1,10,2_1_10_aug2.jpg,0.88485605
wheat,U-NET,first_half,1,2,1,10,2_1_10_aug3.jpg,0.89889616
wheat,U-NET,first_half,1,2,1,10,2_1_10_aug4.jpg,0.8784088
wheat,U-NET,first_half,1,2,1,10,2_1_10_aug5.jpg,0.89311105
wheat,U-NET,first_half,1,2,1,1,2_1_1_aug1.jpg,0.861193
wheat,U-NET,first_half,1,2,1,1,2_1_1_aug2.jpg,0.8867718
wheat,U-NET,first_half,1,2,1,1,2_1_1_aug3.jpg,0.8204283
wheat,U-NET,first_half,1,2,1,1,2_1_1_aug4.jpg,0.89336336
wheat,U-NET,first_half,1,2,1,1,2_1_1_aug5.jpg,0.89400405
wheat,U-NET,first_half,1,2,1,5,2_1_5.jpg,0.90756917
wheat,U-NET,first_half,1,2,1,5,2_1_5_aug1.jpg,0.91099477
wheat,U-NET,first_half,1,2,1,5,2_1_5_aug2.jpg,0.9006144
wheat,U-NET,first_half,1,2,1,5,2_1_5_aug3.jpg,0.9015783
wheat,U-NET,first_half,1,2,1,5,2_1_5_aug4.jpg,0.90854543
wheat,U-NET,first_half,1,2,1,5,2_1_5_aug5.jpg,0.88778937
wheat,U-NET,first_half,1,3,1,1,3_1_1.jpg,0.86717415
wheat,U-NET,first_half,1,3,1,10,3_1_10.jpg,0.6510479
wheat,U-NET,first_half,1,3,1,10,3_1_10_aug1.jpg,0.72736657
wheat,U-NET,first_half,1,3,1,10,3_1_10_aug2.jpg,0.6670117
wheat,U-NET,first_half,1,3,1,10,3_1_10_aug3.jpg,0.72544944
wheat,U-NET,first_half,1,3,1,10,3_1_10_aug4.jpg,0.74951804
wheat,U-NET,first_half,1,3,1,10,3_1_10_aug5.jpg,0.64448416
wheat,U-NET,first_half,1,3,1,1,3_1_1_aug1.jpg,0.89252883
wheat,U-NET,first_half,1,3,1,1,3_1_1_aug2.jpg,0.8094235
wheat,U-NET,first_half,1,3,1,1,3_1_1_aug3.jpg,0.8965921
wheat,U-NET,first_half,1,3,1,1,3_1_1_aug4.jpg,0.8734924
wheat,U-NET,first_half,1,3,1,1,3_1_1_aug5.jpg,0.7941099
wheat,U-NET,first_half,1,3,1,5,3_1_5.jpg,0.88992715
wheat,U-NET,first_half,1,3,1,5,3_1_5_aug1.jpg,0.8948162
wheat,U-NET,first_half,1,3,1,5,3_1_5_aug2.jpg,0.8946718
wheat,U-NET,first_half,1,3,1,5,3_1_5_aug3.jpg,0.900124
wheat,U-NET,first_half,1,3,1,5,3_1_5_aug4.jpg,0.8888889
wheat,U-NET,first_half,1,3,1,5,3_1_5_aug5.jpg,0.89201427
wheat,U-NET,first_half,1,4,1,1,4_1_1.jpg,0.89083374
wheat,U-NET,first_half,1,4,1,10,4_1_10.jpg,0.8451983
wheat,U-NET,first_half,1,4,1,10,4_1_10_aug1.jpg,0.85690594
wheat,U-NET,first_half,1,4,1,10,4_1_10_aug2.jpg,0.74276835
wheat,U-NET,first_half,1,4,1,10,4_1_10_aug3.jpg,0.79853046
wheat,U-NET,first_half,1,4,1,10,4_1_10_aug4.jpg,0.7710269
wheat,U-NET,first_half,1,4,1,10,4_1_10_aug5.jpg,0.6737864
wheat,U-NET,first_half,1,4,1,1,4_1_1_aug1.jpg,0.90275
wheat,U-NET,first_half,1,4,1,1,4_1_1_aug2.jpg,0.90318096
wheat,U-NET,first_half,1,4,1,1,4_1_1_aug3.jpg,0.8952454
wheat,U-NET,first_half,1,4,1,1,4_1_1_aug4.jpg,0.89006764
wheat,U-NET,first_half,1,4,1,1,4_1_1_aug5.jpg,0.8950541
wheat,U-NET,first_half,1,4,1,5,4_1_5.jpg,0.90482384
wheat,U-NET,first_half,1,4,1,5,4_1_5_aug1.jpg,0.88771296
wheat,U-NET,first_half,1,4,1,5,4_1_5_aug2.jpg,0.89695793
wheat,U-NET,first_half,1,4,1,5,4_1_5_aug3.jpg,0.89053065
wheat,U-NET,first_half,1,4,1,5,4_1_5_aug4.jpg,0.9061363
wheat,U-NET,first_half,1,4,1,5,4_1_5_aug5.jpg,0.90035033
wheat,U-NET,first_half,1,5,1,1,5_1_1.jpg,0.92240334
wheat,U-NET,first_half,1,5,1,10,5_1_10.jpg,0.8742805
wheat,U-NET,first_half,1,5,1,10,5_1_10_aug1.jpg,0.88106096
wheat,U-NET,first_half,1,5,1,10,5_1_10_aug2.jpg,0.88022536
wheat,U-NET,first_half,1,5,1,10,5_1_10_aug3.jpg,0.8797814
wheat,U-NET,first_half,1,5,1,10,5_1_10_aug4.jpg,0.87193274
wheat,U-NET,first_half,1,5,1,10,5_1_10_aug5.jpg,0.8576938
wheat,U-NET,first_half,1,5,1,1,5_1_1_aug1.jpg,0.9228433
wheat,U-NET,first_half,1,5,1,1,5_1_1_aug2.jpg,0.92234665
wheat,U-NET,first_half,1,5,1,1,5_1_1_aug3.jpg,0.9189451
wheat,U-NET,first_half,1,5,1,1,5_1_1_aug4.jpg,0.9232269
wheat,U-NET,first_half,1,5,1,1,5_1_1_aug5.jpg,0.9229271
wheat,U-NET,first_half,1,5,1,5,5_1_5.jpg,0.94160295
wheat,U-NET,first_half,1,5,1,5,5_1_5_aug1.jpg,0.93530947
wheat,U-NET,first_half,1,5,1,5,5_1_5_aug2.jpg,0.9359641
wheat,U-NET,first_half,1,5,1,5,5_1_5_aug3.jpg,0.92736673
wheat,U-NET,first_half,1,5,1,5,5_1_5_aug4.jpg,0.9408034
wheat,U-NET,first_half,1,5,1,5,5_1_5_aug5.jpg,0.93974394
wheat,U-NET,first_half,2,1,2,1,1_2_1.jpg,0.9219008
wheat,U-NET,first_half,2,1,2,10,1_2_10.jpg,0.65238917
wheat,U-NET,first_half,2,1,2,10,1_2_10_aug1.jpg,0.5755536
wheat,U-NET,first_half,2,1,2,10,1_2_10_aug2.jpg,0.56983
wheat,U-NET,first_half,2,1,2,10,1_2_10_aug3.jpg,0.4435626
wheat,U-NET,first_half,2,1,2,10,1_2_10_aug4.jpg,0.6463993
wheat,U-NET,first_half,2,1,2,10,1_2_10_aug5.jpg,0.6524746
wheat,U-NET,first_half,2,1,2,1,1_2_1_aug1.jpg,0.92572063
wheat,U-NET,first_half,2,1,2,1,1_2_1_aug2.jpg,0.9116685
wheat,U-NET,first_half,2,1,2,1,1_2_1_aug3.jpg,0.91913486
wheat,U-NET,first_half,2,1,2,1,1_2_1_aug4.jpg,0.92080295
wheat,U-NET,first_half,2,1,2,1,1_2_1_aug5.jpg,0.91757494
wheat,U-NET,first_half,2,1,2,5,1_2_5.jpg,0.47239804
wheat,U-NET,first_half,2,1,2,5,1_2_5_aug1.jpg,0.573463
wheat,U-NET,first_half,2,1,2,5,1_2_5_aug2.jpg,0.43724564
wheat,U-NET,first_half,2,1,2,5,1_2_5_aug3.jpg,0.7045494
wheat,U-NET,first_half,2,1,2,5,1_2_5_aug4.jpg,0.5077139
wheat,U-NET,first_half,2,1,2,5,1_2_5_aug5.jpg,0.19250762
wheat,U-NET,first_half,2,2,2,1,2_2_1.jpg,0.71102583
wheat,U-NET,first_half,2,2,2,10,2_2_10.jpg,0.91838545
wheat,U-NET,first_half,2,2,2,10,2_2_10_aug1.jpg,0.9223258
wheat,U-NET,first_half,2,2,2,10,2_2_10_aug2.jpg,0.92351776
wheat,U-NET,first_half,2,2,2,10,2_2_10_aug3.jpg,0.5930207
wheat,U-NET,first_half,2,2,2,10,2_2_10_aug4.jpg,0.9179601
wheat,U-NET,first_half,2,2,2,10,2_2_10_aug5.jpg,0.6806247
wheat,U-NET,first_half,2,2,2,1,2_2_1_aug1.jpg,0.7472151
wheat,U-NET,first_half,2,2,2,1,2_2_1_aug2.jpg,0.7839453
wheat,U-NET,first_half,2,2,2,1,2_2_1_aug3.jpg,0.16399828
wheat,U-NET,first_half,2,2,2,1,2_2_1_aug4.jpg,0.6559031
wheat,U-NET,first_half,2,2,2,1,2_2_1_aug5.jpg,0.6914458
wheat,U-NET,first_half,2,2,2,5,2_2_5.jpg,0.8863754
wheat,U-NET,first_half,2,2,2,5,2_2_5_aug1.jpg,0.9181185
wheat,U-NET,first_half,2,2,2,5,2_2_5_aug2.jpg,0.91559124
wheat,U-NET,first_half,2,2,2,5,2_2_5_aug3.jpg,0.89784765
wheat,U-NET,first_half,2,2,2,5,2_2_5_aug4.jpg,0.89019334
wheat,U-NET,first_half,2,2,2,5,2_2_5_aug5.jpg,0.82629347
wheat,U-NET,first_half,2,3,2,1,3_2_1.jpg,0.78784376
wheat,U-NET,first_half,2,3,2,10,3_2_10.jpg,0.8914259
wheat,U-NET,first_half,2,3,2,10,3_2_10_aug1.jpg,0.8953018
wheat,U-NET,first_half,2,3,2,10,3_2_10_aug2.jpg,0.8884903
wheat,U-NET,first_half,2,3,2,10,3_2_10_aug3.jpg,0.8907002
wheat,U-NET,first_half,2,3,2,10,3_2_10_aug4.jpg,0.89243335
wheat,U-NET,first_half,2,3,2,10,3_2_10_aug5.jpg,0.7214489
wheat,U-NET,first_half,2,3,2,1,3_2_1_aug1.jpg,0.7813896
wheat,U-NET,first_half,2,3,2,1,3_2_1_aug2.jpg,0.65334535
wheat,U-NET,first_half,2,3,2,1,3_2_1_aug3.jpg,0.78954804
wheat,U-NET,first_half,2,3,2,1,3_2_1_aug4.jpg,0.76679945
wheat,U-NET,first_half,2,3,2,1,3_2_1_aug5.jpg,0.7769775
wheat,U-NET,first_half,2,3,2,5,3_2_5.jpg,0.73
wheat,U-NET,first_half,2,3,2,5,3_2_5_aug1.jpg,0.8577152
wheat,U-NET,first_half,2,3,2,5,3_2_5_aug2.jpg,0.8951565
wheat,U-NET,first_half,2,3,2,5,3_2_5_aug3.jpg,0.8961039
wheat,U-NET,first_half,2,3,2,5,3_2_5_aug4.jpg,0.7147448
wheat,U-NET,first_half,2,3,2,5,3_2_5_aug5.jpg,0.77422506
wheat,U-NET,first_half,2,4,2,1,4_2_1.jpg,0.85471845
wheat,U-NET,first_half,2,4,2,10,4_2_10.jpg,0.82893765
wheat,U-NET,first_half,2,4,2,10,4_2_10_aug1.jpg,0.8258288
wheat,U-NET,first_half,2,4,2,10,4_2_10_aug2.jpg,0.7320212
wheat,U-NET,first_half,2,4,2,10,4_2_10_aug3.jpg,0.7825867
wheat,U-NET,first_half,2,4,2,10,4_2_10_aug4.jpg,0.8267678
wheat,U-NET,first_half,2,4,2,10,4_2_10_aug5.jpg,0.72905695
wheat,U-NET,first_half,2,4,2,1,4_2_1_aug1.jpg,0.8484694
wheat,U-NET,first_half,2,4,2,1,4_2_1_aug2.jpg,0.85805625
wheat,U-NET,first_half,2,4,2,1,4_2_1_aug3.jpg,0.8541932
wheat,U-NET,first_half,2,4,2,1,4_2_1_aug4.jpg,0.8468096
wheat,U-NET,first_half,2,4,2,1,4_2_1_aug5.jpg,0.85360825
wheat,U-NET,first_half,2,4,2,5,4_2_5.jpg,0.858882
wheat,U-NET,first_half,2,4,2,5,4_2_5_aug1.jpg,0.8702271
wheat,U-NET,first_half,2,4,2,5,4_2_5_aug2.jpg,0.87646323
wheat,U-NET,first_half,2,4,2,5,4_2_5_aug3.jpg,0.8641184
wheat,U-NET,first_half,2,4,2,5,4_2_5_aug4.jpg,0.8532338
wheat,U-NET,first_half,2,4,2,5,4_2_5_aug5.jpg,0.8723508
wheat,U-NET,first_half,2,5,2,1,5_2_1.jpg,0.612478
wheat,U-NET,first_half,2,5,2,10,5_2_10.jpg,0.93343306
wheat,U-NET,first_half,2,5,2,10,5_2_10_aug1.jpg,0.9358729
wheat,U-NET,first_half,2,5,2,10,5_2_10_aug2.jpg,0.9307884
wheat,U-NET,first_half,2,5,2,10,5_2_10_aug3.jpg,0.9283644
wheat,U-NET,first_half,2,5,2,10,5_2_10_aug4.jpg,0.9323988
wheat,U-NET,first_half,2,5,2,10,5_2_10_aug5.jpg,0.93000084
wheat,U-NET,first_half,2,5,2,1,5_2_1_aug1.jpg,0.435229
wheat,U-NET,first_half,2,5,2,1,5_2_1_aug2.jpg,0.5034587
wheat,U-NET,first_half,2,5,2,1,5_2_1_aug3.jpg,0.75997806
wheat,U-NET,first_half,2,5,2,1,5_2_1_aug4.jpg,0.48816925
wheat,U-NET,first_half,2,5,2,1,5_2_1_aug5.jpg,0.86590946
wheat,U-NET,first_half,2,5,2,5,5_2_5.jpg,0.90223306
wheat,U-NET,first_half,2,5,2,5,5_2_5_aug1.jpg,0.9212955
wheat,U-NET,first_half,2,5,2,5,5_2_5_aug2.jpg,0.91434586
wheat,U-NET,first_half,2,5,2,5,5_2_5_aug3.jpg,0.9036905
wheat,U-NET,first_half,2,5,2,5,5_2_5_aug4.jpg,0.77090317
wheat,U-NET,first_half,2,5,2,5,5_2_5_aug5.jpg,0.86135864
wheat,U-NET,first_half,3,1,3,1,1_3_1.jpg,0.9043438
wheat,U-NET,first_half,3,1,3,10,1_3_10.jpg,0.83136594
wheat,U-NET,first_half,3,1,3,10,1_3_10_aug1.jpg,0.92004174
wheat,U-NET,first_half,3,1,3,10,1_3_10_aug2.jpg,0.8096549
wheat,U-NET,first_half,3,1,3,10,1_3_10_aug3.jpg,0.90010405
wheat,U-NET,first_half,3,1,3,10,1_3_10_aug4.jpg,0.8114996
wheat,U-NET,first_half,3,1,3,10,1_3_10_aug5.jpg,0.8421273
wheat,U-NET,first_half,3,1,3,1,1_3_1_aug1.jpg,0.90306836
wheat,U-NET,first_half,3,1,3,1,1_3_1_aug2.jpg,0.8813008
wheat,U-NET,first_half,3,1,3,1,1_3_1_aug3.jpg,0.9016281
wheat,U-NET,first_half,3,1,3,1,1_3_1_aug4.jpg,0.9039261
wheat,U-NET,first_half,3,1,3,1,1_3_1_aug5.jpg,0.90217394
wheat,U-NET,first_half,3,1,3,5,1_3_5.jpg,0.9011465
wheat,U-NET,first_half,3,1,3,5,1_3_5_aug1.jpg,0.9009709
wheat,U-NET,first_half,3,1,3,5,1_3_5_aug2.jpg,0.85297954
wheat,U-NET,first_half,3,1,3,5,1_3_5_aug3.jpg,0.87579083
wheat,U-NET,first_half,3,1,3,5,1_3_5_aug4.jpg,0.8996114
wheat,U-NET,first_half,3,1,3,5,1_3_5_aug5.jpg,0.88738155
wheat,U-NET,first_half,3,2,3,1,2_3_1.jpg,0.68825287
wheat,U-NET,first_half,3,2,3,10,2_3_10.jpg,0.8670042
wheat,U-NET,first_half,3,2,3,10,2_3_10_aug1.jpg,0.90955484
wheat,U-NET,first_half,3,2,3,10,2_3_10_aug2.jpg,0.79681087
wheat,U-NET,first_half,3,2,3,10,2_3_10_aug3.jpg,0.9105364
wheat,U-NET,first_half,3,2,3,10,2_3_10_aug4.jpg,0.89262456
wheat,U-NET,first_half,3,2,3,10,2_3_10_aug5.jpg,0.8666217
wheat,U-NET,first_half,3,2,3,1,2_3_1_aug1.jpg,0.8129575
wheat,U-NET,first_half,3,2,3,1,2_3_1_aug2.jpg,0.73698175
wheat,U-NET,first_half,3,2,3,1,2_3_1_aug3.jpg,0.64763445
wheat,U-NET,first_half,3,2,3,1,2_3_1_aug4.jpg,0.65971816
wheat,U-NET,first_half,3,2,3,1,2_3_1_aug5.jpg,0.6372329
wheat,U-NET,first_half,3,2,3,5,2_3_5.jpg,0.9161715
wheat,U-NET,first_half,3,2,3,5,2_3_5_aug1.jpg,0.9320026
wheat,U-NET,first_half,3,2,3,5,2_3_5_aug2.jpg,0.5773405
wheat,U-NET,first_half,3,2,3,5,2_3_5_aug3.jpg,0.6349224
wheat,U-NET,first_half,3,2,3,5,2_3_5_aug4.jpg,0.79162043
wheat,U-NET,first_half,3,2,3,5,2_3_5_aug5.jpg,0.8637939
wheat,U-NET,first_half,3,3,3,1,3_3_1.jpg,0.92581564
wheat,U-NET,first_half,3,3,3,10,3_3_10.jpg,0.9323357
wheat,U-NET,first_half,3,3,3,10,3_3_10_aug1.jpg,0.9252823
wheat,U-NET,first_half,3,3,3,10,3_3_10_aug2.jpg,0.92429703
wheat,U-NET,first_half,3,3,3,10,3_3_10_aug3.jpg,0.9165543
wheat,U-NET,first_half,3,3,3,10,3_3_10_aug4.jpg,0.93561435
wheat,U-NET,first_half,3,3,3,10,3_3_10_aug5.jpg,0.9205493
wheat,U-NET,first_half,3,3,3,1,3_3_1_aug1.jpg,0.93332475
wheat,U-NET,first_half,3,3,3,1,3_3_1_aug2.jpg,0.9313548
wheat,U-NET,first_half,3,3,3,1,3_3_1_aug3.jpg,0.9199433
wheat,U-NET,first_half,3,3,3,1,3_3_1_aug4.jpg,0.92568177
wheat,U-NET,first_half,3,3,3,1,3_3_1_aug5.jpg,0.91524136
wheat,U-NET,first_half,3,3,3,5,3_3_5.jpg,0.90883666
wheat,U-NET,first_half,3,3,3,5,3_3_5_aug1.jpg,0.9083417
wheat,U-NET,first_half,3,3,3,5,3_3_5_aug2.jpg,0.90544283
wheat,U-NET,first_half,3,3,3,5,3_3_5_aug3.jpg,0.8948116
wheat,U-NET,first_half,3,3,3,5,3_3_5_aug4.jpg,0.8999115
wheat,U-NET,first_half,3,3,3,5,3_3_5_aug5.jpg,0.90522546
wheat,U-NET,first_half,3,4,3,1,4_3_1.jpg,0.8694126
wheat,U-NET,first_half,3,4,3,10,4_3_10.jpg,0.87928843
wheat,U-NET,first_half,3,4,3,10,4_3_10_aug1.jpg,0.88586956
wheat,U-NET,first_half,3,4,3,10,4_3_10_aug2.jpg,0.8825589
wheat,U-NET,first_half,3,4,3,10,4_3_10_aug3.jpg,0.87886435
wheat,U-NET,first_half,3,4,3,10,4_3_10_aug4.jpg,0.87932676
wheat,U-NET,first_half,3,4,3,10,4_3_10_aug5.jpg,0.8802414
wheat,U-NET,first_half,3,4,3,1,4_3_1_aug1.jpg,0.87508786
wheat,U-NET,first_half,3,4,3,1,4_3_1_aug2.jpg,0.86953455
wheat,U-NET,first_half,3,4,3,1,4_3_1_aug3.jpg,0.87887913
wheat,U-NET,first_half,3,4,3,1,4_3_1_aug4.jpg,0.87092996
wheat,U-NET,first_half,3,4,3,1,4_3_1_aug5.jpg,0.8708392
wheat,U-NET,first_half,3,4,3,5,4_3_5.jpg,0.8734583
wheat,U-NET,first_half,3,4,3,5,4_3_5_aug1.jpg,0.8744439
wheat,U-NET,first_half,3,4,3,5,4_3_5_aug2.jpg,0.8741328
wheat,U-NET,first_half,3,4,3,5,4_3_5_aug3.jpg,0.8721132
wheat,U-NET,first_half,3,4,3,5,4_3_5_aug4.jpg,0.8698444
wheat,U-NET,first_half,3,4,3,5,4_3_5_aug5.jpg,0.83375126
wheat,U-NET,first_half,3,5,3,1,5_3_1.jpg,0.9415546
wheat,U-NET,first_half,3,5,3,10,5_3_10.jpg,0.92475235
wheat,U-NET,first_half,3,5,3,10,5_3_10_aug1.jpg,0.93144107
wheat,U-NET,first_half,3,5,3,10,5_3_10_aug2.jpg,0.9389654
wheat,U-NET,first_half,3,5,3,10,5_3_10_aug3.jpg,0.88847303
wheat,U-NET,first_half,3,5,3,10,5_3_10_aug4.jpg,0.89260244
wheat,U-NET,first_half,3,5,3,10,5_3_10_aug5.jpg,0.49837175
wheat,U-NET,first_half,3,5,3,1,5_3_1_aug1.jpg,0.94694984
wheat,U-NET,first_half,3,5,3,1,5_3_1_aug2.jpg,0.9403635
wheat,U-NET,first_half,3,5,3,1,5_3_1_aug3.jpg,0.9409872
wheat,U-NET,first_half,3,5,3,1,5_3_1_aug4.jpg,0.94107205
wheat,U-NET,first_half,3,5,3,1,5_3_1_aug5.jpg,0.94627994
wheat,U-NET,first_half,3,5,3,5,5_3_5.jpg,0.9223578
wheat,U-NET,first_half,3,5,3,5,5_3_5_aug1.jpg,0.92227155
wheat,U-NET,first_half,3,5,3,5,5_3_5_aug2.jpg,0.9191591
wheat,U-NET,first_half,3,5,3,5,5_3_5_aug3.jpg,0.92009765
wheat,U-NET,first_half,3,5,3,5,5_3_5_aug4.jpg,0.92412496
wheat,U-NET,first_half,3,5,3,5,5_3_5_aug5.jpg,0.8834643
wheat,U-NET,first_half,4,1,4,1,1_4_1.jpg,0.15416053
wheat,U-NET,first_half,4,1,4,10,1_4_10.jpg,0.83763117
wheat,U-NET,first_half,4,1,4,10,1_4_10_aug1.jpg,0.90905565
wheat,U-NET,first_half,4,1,4,10,1_4_10_aug2.jpg,0.79343987
wheat,U-NET,first_half,4,1,4,10,1_4_10_aug3.jpg,0.8883514
wheat,U-NET,first_half,4,1,4,10,1_4_10_aug4.jpg,0.7944348
wheat,U-NET,first_half,4,1,4,10,1_4_10_aug5.jpg,0.90379745
wheat,U-NET,first_half,4,1,4,1,1_4_1_aug1.jpg,0.0
wheat,U-NET,first_half,4,1,4,1,1_4_1_aug2.jpg,0.03998689
wheat,U-NET,first_half,4,1,4,1,1_4_1_aug3.jpg,0.0
wheat,U-NET,first_half,4,1,4,1,1_4_1_aug4.jpg,0.12759693
wheat,U-NET,first_half,4,1,4,1,1_4_1_aug5.jpg,0.15029469
wheat,U-NET,first_half,4,1,4,5,1_4_5.jpg,0.94427997
wheat,U-NET,first_half,4,1,4,5,1_4_5_aug1.jpg,0.947326
wheat,U-NET,first_half,4,1,4,5,1_4_5_aug2.jpg,0.93965286
wheat,U-NET,first_half,4,1,4,5,1_4_5_aug3.jpg,0.93262035
wheat,U-NET,first_half,4,1,4,5,1_4_5_aug4.jpg,0.9430499
wheat,U-NET,first_half,4,1,4,5,1_4_5_aug5.jpg,0.86503386
wheat,U-NET,first_half,4,2,4,1,2_4_1.jpg,0.6458333
wheat,U-NET,first_half,4,2,4,10,2_4_10.jpg,0.87471133
wheat,U-NET,first_half,4,2,4,10,2_4_10_aug1.jpg,0.8507075
wheat,U-NET,first_half,4,2,4,10,2_4_10_aug2.jpg,0.8665521
wheat,U-NET,first_half,4,2,4,10,2_4_10_aug3.jpg,0.85253197
wheat,U-NET,first_half,4,2,4,10,2_4_10_aug4.jpg,0.8725802
wheat,U-NET,first_half,4,2,4,10,2_4_10_aug5.jpg,0.43942133
wheat,U-NET,first_half,4,2,4,1,2_4_1_aug1.jpg,0.82111615
wheat,U-NET,first_half,4,2,4,1,2_4_1_aug2.jpg,0.75928336
wheat,U-NET,first_half,4,2,4,1,2_4_1_aug3.jpg,0.71437657
wheat,U-NET,first_half,4,2,4,1,2_4_1_aug4.jpg,0.6690885
wheat,U-NET,first_half,4,2,4,1,2_4_1_aug5.jpg,0.35387206
wheat,U-NET,first_half,4,2,4,5,2_4_5.jpg,0.89143866
wheat,U-NET,first_half,4,2,4,5,2_4_5_aug1.jpg,0.87598944
wheat,U-NET,first_half,4,2,4,5,2_4_5_aug2.jpg,0.8773626
wheat,U-NET,first_half,4,2,4,5,2_4_5_aug3.jpg,0.88062966
wheat,U-NET,first_half,4,2,4,5,2_4_5_aug4.jpg,0.89266783
wheat,U-NET,first_half,4,2,4,5,2_4_5_aug5.jpg,0.69214946
wheat,U-NET,first_half,4,3,4,1,3_4_1.jpg,0.9061685
wheat,U-NET,first_half,4,3,4,10,3_4_10.jpg,0.881571
wheat,U-NET,first_half,4,3,4,10,3_4_10_aug1.jpg,0.88106465
wheat,U-NET,first_half,4,3,4,10,3_4_10_aug2.jpg,0.8594041
wheat,U-NET,first_half,4,3,4,10,3_4_10_aug3.jpg,0.67775697
wheat,U-NET,first_half,4,3,4,10,3_4_10_aug4.jpg,0.8812434
wheat,U-NET,first_half,4,3,4,10,3_4_10_aug5.jpg,0.8739825
wheat,U-NET,first_half,4,3,4,1,3_4_1_aug1.jpg,0.9111975
wheat,U-NET,first_half,4,3,4,1,3_4_1_aug2.jpg,0.9103429
wheat,U-NET,first_half,4,3,4,1,3_4_1_aug3.jpg,0.9072106
wheat,U-NET,first_half,4,3,4,1,3_4_1_aug4.jpg,0.9049209
wheat,U-NET,first_half,4,3,4,1,3_4_1_aug5.jpg,0.8459049
wheat,U-NET,first_half,4,3,4,5,3_4_5.jpg,0.9137352
wheat,U-NET,first_half,4,3,4,5,3_4_5_aug1.jpg,0.9127024
wheat,U-NET,first_half,4,3,4,5,3_4_5_aug2.jpg,0.9028054
wheat,U-NET,first_half,4,3,4,5,3_4_5_aug3.jpg,0.90165776
wheat,U-NET,first_half,4,3,4,5,3_4_5_aug4.jpg,0.9127517
wheat,U-NET,first_half,4,3,4,5,3_4_5_aug5.jpg,0.91198105
wheat,U-NET,first_half,4,4,4,1,4_4_1.jpg,0.8879056
wheat,U-NET,first_half,4,4,4,10,4_4_10.jpg,0.9073734
wheat,U-NET,first_half,4,4,4,10,4_4_10_aug1.jpg,0.9069682
wheat,U-NET,first_half,4,4,4,10,4_4_10_aug2.jpg,0.89786696
wheat,U-NET,first_half,4,4,4,10,4_4_10_aug3.jpg,0.88047737
wheat,U-NET,first_half,4,4,4,10,4_4_10_aug4.jpg,0.90645516
wheat,U-NET,first_half,4,4,4,10,4_4_10_aug5.jpg,0.90999264
wheat,U-NET,first_half,4,4,4,1,4_4_1_aug1.jpg,0.8880615
wheat,U-NET,first_half,4,4,4,1,4_4_1_aug2.jpg,0.8783397
wheat,U-NET,first_half,4,4,4,1,4_4_1_aug3.jpg,0.8901497
wheat,U-NET,first_half,4,4,4,1,4_4_1_aug4.jpg,0.8899127
wheat,U-NET,first_half,4,4,4,1,4_4_1_aug5.jpg,0.10925248
wheat,U-NET,first_half,4,4,4,5,4_4_5.jpg,0.8771607
wheat,U-NET,first_half,4,4,4,5,4_4_5_aug1.jpg,0.88655615
wheat,U-NET,first_half,4,4,4,5,4_4_5_aug2.jpg,0.872208
wheat,U-NET,first_half,4,4,4,5,4_4_5_aug3.jpg,0.87115663
wheat,U-NET,first_half,4,4,4,5,4_4_5_aug4.jpg,0.87169117
wheat,U-NET,first_half,4,4,4,5,4_4_5_aug5.jpg,0.8816612
wheat,U-NET,first_half,4,5,4,1,5_4_1.jpg,0.92483723
wheat,U-NET,first_half,4,5,4,10,5_4_10.jpg,0.9397583
wheat,U-NET,first_half,4,5,4,10,5_4_10_aug1.jpg,0.9392891
wheat,U-NET,first_half,4,5,4,10,5_4_10_aug2.jpg,0.93660957
