"Comparison","diff","lwr","upr","p adj"
"2-1",0.039104083236424,0.0264024547955173,0.0518057116773307,4.47208936549259e-12
"3-1",0.0398031298026176,0.0273230248364379,0.0522832347687973,4.46176429136358e-12
"4-1",0.0513184308617989,0.0388504922845238,0.063786369439074,4.43112213588392e-12
"5-1",0.0746020226525913,0.062097313163354,0.0871067321418286,4.42068603945245e-12
"3-2",0.000699046566193573,-0.0116002051655133,0.0129982982979005,0.999870388636158
"4-2",0.0122143476253749,-7.25586394151635e-05,0.0245012538901649,0.0522521429603081
"5-2",0.0354979394161673,0.0231737220940306,0.047822156738304,4.52082815627364e-12
"4-3",0.0115153010591813,-0.000542464922780251,0.0235730670411429,0.0693947244116188
"5-3",0.0347988928499737,0.0227031089762735,0.0468946767236739,4.52493598146475e-12
"5-4",0.0232835917907924,0.0112003612658414,0.0353668223157434,1.49504905533338e-06
