"crop","train_date","1","2","3","4","5"
"wheat",1,0.806884901431944,0.776479558343611,0.787910015986835,0.779484797893838,0.520051602784605
"wheat",2,0.798331266626389,0.806359244041667,0.805184394343557,0.761151061165266,0.548368692174825
"wheat",3,0.779762118584375,0.767486333765972,0.834728711170868,0.791879431781933,0.446866118563816
"wheat",4,0.72781161321,0.713003162194472,0.813356628436975,0.841893362190476,0.672129063161988
"wheat",5,0.412277528121689,0.472876309191083,0.39451427046895,0.547157131570476,0.794833497162281
