"Comparison","diff","lwr","upr","p adj"
"2-1",0.0502267767490159,0.00261980773837188,0.09783374575966,0.0326857404199219
"3-1",-0.0187513766955765,-0.0664582555097344,0.0289555021185813,0.820617312383
"4-1",0.161700559943276,0.113993681129118,0.209407438757434,4.07119316037097e-09
"5-1",0.395315753096492,0.347086444351477,0.443545061841508,4.0711405357996e-09
"3-2",-0.0689781534445925,-0.11668503225875,-0.0212712746304346,0.000771109027435601
"4-2",0.11147378319426,0.063766904380102,0.159180662008418,6.10743633444599e-09
"5-2",0.345088976347476,0.296859667602461,0.393318285092492,4.0711405357996e-09
"4-3",0.180451936638852,0.132645356819783,0.228258516457922,4.07118849743426e-09
"5-3",0.414067129792069,0.365739197808274,0.462395061775864,4.0711405357996e-09
"5-4",0.233615193153216,0.185287261169421,0.281943125137012,4.0711405357996e-09
