collection_index,collection_folder,genotype_folder,raw_genotype,raw_individual,mapped_genotype,mapped_individual,picked_file,dst_path,status
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\097E1,97,1,97,1,E:\maize_tuinstra_download\Processed\09_03-04\097E1\097E1_ear_1.jpg,..\data\corn\images\5_97_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\097E2,97,2,97,2,E:\maize_tuinstra_download\Processed\09_03-04\097E2\097E2_ear_6.jpg,..\data\corn\images\5_97_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\098E1,98,1,98,1,E:\maize_tuinstra_download\Processed\09_03-04\098E1\098E1_ear_6.jpg,..\data\corn\images\5_98_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\098E2,98,2,98,2,E:\maize_tuinstra_download\Processed\09_03-04\098E2\098E2_ear_6.jpg,..\data\corn\images\5_98_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\099E1,99,1,99,1,E:\maize_tuinstra_download\Processed\09_03-04\099E1\099E1_ear_6.jpg,..\data\corn\images\5_99_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\099E2,99,2,99,2,E:\maize_tuinstra_download\Processed\09_03-04\099E2\099E2_ear_6.jpg,..\data\corn\images\5_99_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\100E1,100,1,100,1,E:\maize_tuinstra_download\Processed\09_03-04\100E1\100E1_ear_1.jpg,..\data\corn\images\5_100_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\100E2,100,2,100,2,E:\maize_tuinstra_download\Processed\09_03-04\100E2\100E2_ear_6.jpg,..\data\corn\images\5_100_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\101E1,101,1,101,1,E:\maize_tuinstra_download\Processed\09_03-04\101E1\101E1_ear_6.jpg,..\data\corn\images\5_101_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\101E2,101,2,101,2,E:\maize_tuinstra_download\Processed\09_03-04\101E2\101E2_ear_6.jpg,..\data\corn\images\5_101_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\102E1,102,1,102,1,E:\maize_tuinstra_download\Processed\09_03-04\102E1\102E1_ear_6.jpg,..\data\corn\images\5_102_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\102E2,102,2,102,2,E:\maize_tuinstra_download\Processed\09_03-04\102E2\102E2_ear_1.jpg,..\data\corn\images\5_102_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\103E1,103,1,103,1,E:\maize_tuinstra_download\Processed\09_03-04\103E1\103E1_ear_6.jpg,..\data\corn\images\5_103_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\103E2,103,2,103,2,E:\maize_tuinstra_download\Processed\09_03-04\103E2\103E2_ear_2.jpg,..\data\corn\images\5_103_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\104E1,104,1,104,1,E:\maize_tuinstra_download\Processed\09_03-04\104E1\104E1_ear_6.jpg,..\data\corn\images\5_104_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\104E2,104,2,104,2,E:\maize_tuinstra_download\Processed\09_03-04\104E2\104E2_ear_6.jpg,..\data\corn\images\5_104_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\105E1,105,1,105,1,E:\maize_tuinstra_download\Processed\09_03-04\105E1\105E1_ear_6.jpg,..\data\corn\images\5_105_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\105E2,105,2,105,2,E:\maize_tuinstra_download\Processed\09_03-04\105E2\105E2_ear_6.jpg,..\data\corn\images\5_105_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\106E1,106,1,106,1,E:\maize_tuinstra_download\Processed\09_03-04\106E1\106E1_ear_6.jpg,..\data\corn\images\5_106_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\106E2,106,2,106,2,E:\maize_tuinstra_download\Processed\09_03-04\106E2\106E2_ear_1.jpg,..\data\corn\images\5_106_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\107E1,107,1,107,1,E:\maize_tuinstra_download\Processed\09_03-04\107E1\107E1_ear_6.jpg,..\data\corn\images\5_107_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\107E2,107,2,107,2,E:\maize_tuinstra_download\Processed\09_03-04\107E2\107E2_ear_6.jpg,..\data\corn\images\5_107_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\108E1,108,1,108,1,E:\maize_tuinstra_download\Processed\09_03-04\108E1\108E1_ear_6.jpg,..\data\corn\images\5_108_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\108E2,108,2,108,2,E:\maize_tuinstra_download\Processed\09_03-04\108E2\108E2_ear_6.jpg,..\data\corn\images\5_108_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\109E1,109,1,109,1,E:\maize_tuinstra_download\Processed\09_03-04\109E1\109E1_ear_6.jpg,..\data\corn\images\5_109_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\109E2,109,2,109,2,E:\maize_tuinstra_download\Processed\09_03-04\109E2\109E2_ear_6.jpg,..\data\corn\images\5_109_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\110E1,110,1,110,1,E:\maize_tuinstra_download\Processed\09_03-04\110E1\110E1_ear_6.jpg,..\data\corn\images\5_110_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\110E2,110,2,110,2,E:\maize_tuinstra_download\Processed\09_03-04\110E2\110E2_ear_6.jpg,..\data\corn\images\5_110_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\111E1,111,1,111,1,E:\maize_tuinstra_download\Processed\09_03-04\111E1\111E1_ear_6.jpg,..\data\corn\images\5_111_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\111E2,111,2,111,2,E:\maize_tuinstra_download\Processed\09_03-04\111E2\111E2_ear_6.jpg,..\data\corn\images\5_111_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\112E1,112,1,112,1,E:\maize_tuinstra_download\Processed\09_03-04\112E1\112E1_ear_6.jpg,..\data\corn\images\5_112_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\112E2,112,2,112,2,E:\maize_tuinstra_download\Processed\09_03-04\112E2\112E2_ear_6.jpg,..\data\corn\images\5_112_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\113E1,113,1,113,1,E:\maize_tuinstra_download\Processed\09_03-04\113E1\113E1_ear_6.jpg,..\data\corn\images\5_113_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\113E2,113,2,113,2,E:\maize_tuinstra_download\Processed\09_03-04\113E2\113E2_ear_6.jpg,..\data\corn\images\5_113_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\114E1,114,1,114,1,E:\maize_tuinstra_download\Processed\09_03-04\114E1\114E1_ear_6.jpg,..\data\corn\images\5_114_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\114E2,114,2,114,2,E:\maize_tuinstra_download\Processed\09_03-04\114E2\114E2_ear_6.jpg,..\data\corn\images\5_114_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\115E1,115,1,115,1,E:\maize_tuinstra_download\Processed\09_03-04\115E1\115E1_ear_6.jpg,..\data\corn\images\5_115_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\115E2,115,2,115,2,E:\maize_tuinstra_download\Processed\09_03-04\115E2\115E2_ear_6.jpg,..\data\corn\images\5_115_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\116E1,116,1,116,1,E:\maize_tuinstra_download\Processed\09_03-04\116E1\116E1_ear_6.jpg,..\data\corn\images\5_116_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\116E2,116,2,116,2,E:\maize_tuinstra_download\Processed\09_03-04\116E2\116E2_ear_6.jpg,..\data\corn\images\5_116_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\117E1,117,1,117,1,E:\maize_tuinstra_download\Processed\09_03-04\117E1\117E1_ear_6.jpg,..\data\corn\images\5_117_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\117E2,117,2,117,2,E:\maize_tuinstra_download\Processed\09_03-04\117E2\117E2_ear_6.jpg,..\data\corn\images\5_117_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\118E1,118,1,118,1,E:\maize_tuinstra_download\Processed\09_03-04\118E1\118E1_ear_6.jpg,..\data\corn\images\5_118_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\118E2,118,2,118,2,E:\maize_tuinstra_download\Processed\09_03-04\118E2\118E2_ear_6.jpg,..\data\corn\images\5_118_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\119E1,119,1,119,1,E:\maize_tuinstra_download\Processed\09_03-04\119E1\119E1_ear_6.jpg,..\data\corn\images\5_119_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\119E2,119,2,119,2,E:\maize_tuinstra_download\Processed\09_03-04\119E2\119E2_ear_6.jpg,..\data\corn\images\5_119_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\120E1,120,1,120,1,E:\maize_tuinstra_download\Processed\09_03-04\120E1\120E1_ear_6.jpg,..\data\corn\images\5_120_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\120E2,120,2,120,2,E:\maize_tuinstra_download\Processed\09_03-04\120E2\120E2_ear_6.jpg,..\data\corn\images\5_120_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\121E1,121,1,121,1,E:\maize_tuinstra_download\Processed\09_03-04\121E1\121E1_ear_6.jpg,..\data\corn\images\5_121_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\121E2,121,2,121,2,E:\maize_tuinstra_download\Processed\09_03-04\121E2\121E2_ear_6.jpg,..\data\corn\images\5_121_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\122E1,122,1,122,1,E:\maize_tuinstra_download\Processed\09_03-04\122E1\122E1_ear_6.jpg,..\data\corn\images\5_122_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\122E2,122,2,122,2,E:\maize_tuinstra_download\Processed\09_03-04\122E2\122E2_ear_6.jpg,..\data\corn\images\5_122_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\123E1,123,1,123,1,E:\maize_tuinstra_download\Processed\09_03-04\123E1\123E1_ear_6.jpg,..\data\corn\images\5_123_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\123E2,123,2,123,2,E:\maize_tuinstra_download\Processed\09_03-04\123E2\123E2_ear_6.jpg,..\data\corn\images\5_123_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\124E1,124,1,124,1,E:\maize_tuinstra_download\Processed\09_03-04\124E1\124E1_ear_6.jpg,..\data\corn\images\5_124_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\124E2,124,2,124,2,E:\maize_tuinstra_download\Processed\09_03-04\124E2\124E2_ear_6.jpg,..\data\corn\images\5_124_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\125E1,125,1,125,1,E:\maize_tuinstra_download\Processed\09_03-04\125E1\125E1_ear_6.jpg,..\data\corn\images\5_125_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\125E2,125,2,125,2,E:\maize_tuinstra_download\Processed\09_03-04\125E2\125E2_ear_6.jpg,..\data\corn\images\5_125_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\126E1,126,1,126,1,E:\maize_tuinstra_download\Processed\09_03-04\126E1\126E1_ear_6.jpg,..\data\corn\images\5_126_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\126E2,126,2,126,2,E:\maize_tuinstra_download\Processed\09_03-04\126E2\126E2_ear_6.jpg,..\data\corn\images\5_126_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\127E1,127,1,127,1,E:\maize_tuinstra_download\Processed\09_03-04\127E1\127E1_ear_6.jpg,..\data\corn\images\5_127_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\127E2,127,2,127,2,E:\maize_tuinstra_download\Processed\09_03-04\127E2\127E2_ear_6.jpg,..\data\corn\images\5_127_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\128E1,128,1,128,1,E:\maize_tuinstra_download\Processed\09_03-04\128E1\128E1_ear_6.jpg,..\data\corn\images\5_128_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\128E2,128,2,128,2,E:\maize_tuinstra_download\Processed\09_03-04\128E2\128E2_ear_6.jpg,..\data\corn\images\5_128_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\129E1,129,1,129,1,E:\maize_tuinstra_download\Processed\09_03-04\129E1\129E1_ear_6.jpg,..\data\corn\images\5_129_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\129E2,129,2,129,2,E:\maize_tuinstra_download\Processed\09_03-04\129E2\129E2_ear_6.jpg,..\data\corn\images\5_129_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\130E1,130,1,130,1,E:\maize_tuinstra_download\Processed\09_03-04\130E1\130E1_ear_6.jpg,..\data\corn\images\5_130_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\130E2,130,2,130,2,E:\maize_tuinstra_download\Processed\09_03-04\130E2\130E2_ear_6.jpg,..\data\corn\images\5_130_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\131E1,131,1,131,1,E:\maize_tuinstra_download\Processed\09_03-04\131E1\131E1_ear_6.jpg,..\data\corn\images\5_131_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\131E2,131,2,131,2,E:\maize_tuinstra_download\Processed\09_03-04\131E2\131E2_ear_6.jpg,..\data\corn\images\5_131_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\132E1,132,1,132,1,E:\maize_tuinstra_download\Processed\09_03-04\132E1\132E1_ear_6.jpg,..\data\corn\images\5_132_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\132E2,132,2,132,2,E:\maize_tuinstra_download\Processed\09_03-04\132E2\132E2_ear_6.jpg,..\data\corn\images\5_132_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\133E1,133,1,133,1,E:\maize_tuinstra_download\Processed\09_03-04\133E1\133E1_ear_6.jpg,..\data\corn\images\5_133_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\133E2,133,2,133,2,E:\maize_tuinstra_download\Processed\09_03-04\133E2\133E2_ear_6.jpg,..\data\corn\images\5_133_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\134E1,134,1,134,1,E:\maize_tuinstra_download\Processed\09_03-04\134E1\134E1_ear_6.jpg,..\data\corn\images\5_134_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\134E2,134,2,134,2,E:\maize_tuinstra_download\Processed\09_03-04\134E2\134E2_ear_6.jpg,..\data\corn\images\5_134_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\135E1,135,1,135,1,E:\maize_tuinstra_download\Processed\09_03-04\135E1\135E1_ear_6.jpg,..\data\corn\images\5_135_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\135E2,135,2,135,2,E:\maize_tuinstra_download\Processed\09_03-04\135E2\135E2_ear_6.jpg,..\data\corn\images\5_135_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\136E1,136,1,136,1,E:\maize_tuinstra_download\Processed\09_03-04\136E1\136E1_ear_6.jpg,..\data\corn\images\5_136_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\136E2,136,2,136,2,E:\maize_tuinstra_download\Processed\09_03-04\136E2\136E2_ear_6.jpg,..\data\corn\images\5_136_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\137E1,137,1,137,1,E:\maize_tuinstra_download\Processed\09_03-04\137E1\137E1_ear_6.jpg,..\data\corn\images\5_137_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\137E2,137,2,137,2,E:\maize_tuinstra_download\Processed\09_03-04\137E2\137E2_ear_6.jpg,..\data\corn\images\5_137_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\138E1,138,1,138,1,E:\maize_tuinstra_download\Processed\09_03-04\138E1\138E1_ear_6.jpg,..\data\corn\images\5_138_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\138E2,138,2,138,2,E:\maize_tuinstra_download\Processed\09_03-04\138E2\138E2_ear_6.jpg,..\data\corn\images\5_138_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\139E1,139,1,139,1,E:\maize_tuinstra_download\Processed\09_03-04\139E1\139E1_ear_6.jpg,..\data\corn\images\5_139_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\139E2,139,2,139,2,E:\maize_tuinstra_download\Processed\09_03-04\139E2\139E2_ear_6.jpg,..\data\corn\images\5_139_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\140E1,140,1,140,1,E:\maize_tuinstra_download\Processed\09_03-04\140E1\140E1_ear_6.jpg,..\data\corn\images\5_140_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\140E2,140,2,140,2,E:\maize_tuinstra_download\Processed\09_03-04\140E2\140E2_ear_6.jpg,..\data\corn\images\5_140_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\141E1,141,1,141,1,E:\maize_tuinstra_download\Processed\09_03-04\141E1\141E1_ear_6.jpg,..\data\corn\images\5_141_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\141E2,141,2,141,2,E:\maize_tuinstra_download\Processed\09_03-04\141E2\141E2_ear_6.jpg,..\data\corn\images\5_141_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\142E1,142,1,142,1,E:\maize_tuinstra_download\Processed\09_03-04\142E1\142E1_ear_6.jpg,..\data\corn\images\5_142_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\142E2,142,2,142,2,E:\maize_tuinstra_download\Processed\09_03-04\142E2\142E2_ear_6.jpg,..\data\corn\images\5_142_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\143E1,143,1,143,1,E:\maize_tuinstra_download\Processed\09_03-04\143E1\143E1_ear_6.jpg,..\data\corn\images\5_143_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\143E2,143,2,143,2,E:\maize_tuinstra_download\Processed\09_03-04\143E2\143E2_ear_6.jpg,..\data\corn\images\5_143_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\144E1,144,1,144,1,E:\maize_tuinstra_download\Processed\09_03-04\144E1\144E1_ear_6.jpg,..\data\corn\images\5_144_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\144E2,144,2,144,2,E:\maize_tuinstra_download\Processed\09_03-04\144E2\144E2_ear_6.jpg,..\data\corn\images\5_144_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\145E1,145,1,145,1,E:\maize_tuinstra_download\Processed\09_03-04\145E1\145E1_ear_6.jpg,..\data\corn\images\5_145_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\145E2,145,2,145,2,E:\maize_tuinstra_download\Processed\09_03-04\145E2\145E2_ear_6.jpg,..\data\corn\images\5_145_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\146E1,146,1,146,1,E:\maize_tuinstra_download\Processed\09_03-04\146E1\146E1_ear_6.jpg,..\data\corn\images\5_146_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\146E2,146,2,146,2,E:\maize_tuinstra_download\Processed\09_03-04\146E2\146E2_ear_6.jpg,..\data\corn\images\5_146_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\147E1,147,1,147,1,E:\maize_tuinstra_download\Processed\09_03-04\147E1\147E1_ear_6.jpg,..\data\corn\images\5_147_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\147E2,147,2,147,2,E:\maize_tuinstra_download\Processed\09_03-04\147E2\147E2_ear_6.jpg,..\data\corn\images\5_147_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\148E1,148,1,148,1,E:\maize_tuinstra_download\Processed\09_03-04\148E1\148E1_ear_6.jpg,..\data\corn\images\5_148_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\148E2,148,2,148,2,E:\maize_tuinstra_download\Processed\09_03-04\148E2\148E2_ear_6.jpg,..\data\corn\images\5_148_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\149E1,149,1,149,1,E:\maize_tuinstra_download\Processed\09_03-04\149E1\149E1_ear_6.jpg,..\data\corn\images\5_149_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\149E2,149,2,149,2,E:\maize_tuinstra_download\Processed\09_03-04\149E2\149E2_ear_6.jpg,..\data\corn\images\5_149_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\150E1,150,1,150,1,E:\maize_tuinstra_download\Processed\09_03-04\150E1\150E1_ear_6.jpg,..\data\corn\images\5_150_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\150E2,150,2,150,2,E:\maize_tuinstra_download\Processed\09_03-04\150E2\150E2_ear_6.jpg,..\data\corn\images\5_150_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\151E1,151,1,151,1,E:\maize_tuinstra_download\Processed\09_03-04\151E1\151E1_ear_6.jpg,..\data\corn\images\5_151_1.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\151E2,151,2,151,2,E:\maize_tuinstra_download\Processed\09_03-04\151E2\151E2_ear_6.jpg,..\data\corn\images\5_151_2.jpg,copied
5,E:\maize_tuinstra_download\Processed\09_03-04,E:\maize_tuinstra_download\Processed\09_03-04\152E1,152,1,152,1,E:\maize_tuinstra_download\Processed\09_03-04\152E1\152E1_ear_6.jpg,..\data\corn\images\5_152_1.jpg,copied
