collection_index,collection_folder,genotype_folder,raw_genotype,raw_individual,mapped_genotype,mapped_individual,picked_file,dst_path,status
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\385E2,385,2,81,4,E:\maize_tuinstra_download\Processed\07_17-18\385E2\385E2_ear_6.jpg,..\data\corn\images\1_81_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\386E1,386,1,82,3,E:\maize_tuinstra_download\Processed\07_17-18\386E1\386E1_ear_6.jpg,..\data\corn\images\1_82_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\386E2,386,2,82,4,E:\maize_tuinstra_download\Processed\07_17-18\386E2\386E2_ear_6.jpg,..\data\corn\images\1_82_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\387E1,387,1,83,3,E:\maize_tuinstra_download\Processed\07_17-18\387E1\387E1_ear_6.jpg,..\data\corn\images\1_83_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\387E2,387,2,83,4,E:\maize_tuinstra_download\Processed\07_17-18\387E2\387E2_ear_6.jpg,..\data\corn\images\1_83_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\388E1,388,1,84,3,E:\maize_tuinstra_download\Processed\07_17-18\388E1\388E1_ear_6.jpg,..\data\corn\images\1_84_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\388E2,388,2,84,4,E:\maize_tuinstra_download\Processed\07_17-18\388E2\388E2_ear_6.jpg,..\data\corn\images\1_84_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\389E1,389,1,85,3,E:\maize_tuinstra_download\Processed\07_17-18\389E1\389E1_ear_6.jpg,..\data\corn\images\1_85_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\389E2,389,2,85,4,E:\maize_tuinstra_download\Processed\07_17-18\389E2\389E2_ear_6.jpg,..\data\corn\images\1_85_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\390E1,390,1,86,3,E:\maize_tuinstra_download\Processed\07_17-18\390E1\390E1_ear_6.jpg,..\data\corn\images\1_86_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\390E2,390,2,86,4,E:\maize_tuinstra_download\Processed\07_17-18\390E2\390E2_ear_6.jpg,..\data\corn\images\1_86_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\391E1,391,1,87,3,E:\maize_tuinstra_download\Processed\07_17-18\391E1\391E1_ear_6.jpg,..\data\corn\images\1_87_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\391E2,391,2,87,4,E:\maize_tuinstra_download\Processed\07_17-18\391E2\391E2_ear_6.jpg,..\data\corn\images\1_87_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\392E1,392,1,88,3,E:\maize_tuinstra_download\Processed\07_17-18\392E1\392E1_ear_6.jpg,..\data\corn\images\1_88_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\392E2,392,2,88,4,E:\maize_tuinstra_download\Processed\07_17-18\392E2\392E2_ear_6.jpg,..\data\corn\images\1_88_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\393E1,393,1,89,3,E:\maize_tuinstra_download\Processed\07_17-18\393E1\393E1_ear_6.jpg,..\data\corn\images\1_89_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\393E2,393,2,89,4,E:\maize_tuinstra_download\Processed\07_17-18\393E2\393E2_ear_6.jpg,..\data\corn\images\1_89_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\394E1,394,1,90,3,E:\maize_tuinstra_download\Processed\07_17-18\394E1\394E1_ear_6.jpg,..\data\corn\images\1_90_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\394E2,394,2,90,4,E:\maize_tuinstra_download\Processed\07_17-18\394E2\394E2_ear_6.jpg,..\data\corn\images\1_90_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\395E1,395,1,91,3,E:\maize_tuinstra_download\Processed\07_17-18\395E1\395E1_ear_6.jpg,..\data\corn\images\1_91_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\395E2,395,2,91,4,E:\maize_tuinstra_download\Processed\07_17-18\395E2\395E2_ear_6.jpg,..\data\corn\images\1_91_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\396E1,396,1,92,3,E:\maize_tuinstra_download\Processed\07_17-18\396E1\396E1_ear_6.jpg,..\data\corn\images\1_92_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\396E2,396,2,92,4,E:\maize_tuinstra_download\Processed\07_17-18\396E2\396E2_ear_6.jpg,..\data\corn\images\1_92_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\397E1,397,1,93,3,E:\maize_tuinstra_download\Processed\07_17-18\397E1\397E1_ear_6.jpg,..\data\corn\images\1_93_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\397E2,397,2,93,4,E:\maize_tuinstra_download\Processed\07_17-18\397E2\397E2_ear_6.jpg,..\data\corn\images\1_93_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\398E1,398,1,94,3,E:\maize_tuinstra_download\Processed\07_17-18\398E1\398E1_ear_6.jpg,..\data\corn\images\1_94_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\398E2,398,2,94,4,E:\maize_tuinstra_download\Processed\07_17-18\398E2\398E2_ear_6.jpg,..\data\corn\images\1_94_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\399E1,399,1,95,3,E:\maize_tuinstra_download\Processed\07_17-18\399E1\399E1_ear_6.jpg,..\data\corn\images\1_95_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\399E2,399,2,95,4,E:\maize_tuinstra_download\Processed\07_17-18\399E2\399E2_ear_6.jpg,..\data\corn\images\1_95_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\400E1,400,1,96,3,E:\maize_tuinstra_download\Processed\07_17-18\400E1\400E1_ear_6.jpg,..\data\corn\images\1_96_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\400E2,400,2,96,4,E:\maize_tuinstra_download\Processed\07_17-18\400E2\400E2_ear_6.jpg,..\data\corn\images\1_96_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\401E1,401,1,97,3,E:\maize_tuinstra_download\Processed\07_17-18\401E1\401E1_ear_6.jpg,..\data\corn\images\1_97_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\401E2,401,2,97,4,E:\maize_tuinstra_download\Processed\07_17-18\401E2\401E2_ear_6.jpg,..\data\corn\images\1_97_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\402E1,402,1,98,3,E:\maize_tuinstra_download\Processed\07_17-18\402E1\402E1_ear_6.jpg,..\data\corn\images\1_98_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\402E2,402,2,98,4,E:\maize_tuinstra_download\Processed\07_17-18\402E2\402E2_ear_6.jpg,..\data\corn\images\1_98_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\403E1,403,1,99,3,E:\maize_tuinstra_download\Processed\07_17-18\403E1\403E1_ear_6.jpg,..\data\corn\images\1_99_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\403E2,403,2,99,4,E:\maize_tuinstra_download\Processed\07_17-18\403E2\403E2_ear_6.jpg,..\data\corn\images\1_99_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\404E1,404,1,100,3,E:\maize_tuinstra_download\Processed\07_17-18\404E1\404E1_ear_6.jpg,..\data\corn\images\1_100_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\404E2,404,2,100,4,E:\maize_tuinstra_download\Processed\07_17-18\404E2\404E2_ear_6.jpg,..\data\corn\images\1_100_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\405E1,405,1,101,3,E:\maize_tuinstra_download\Processed\07_17-18\405E1\405E1_ear_6.jpg,..\data\corn\images\1_101_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\405E2,405,2,101,4,E:\maize_tuinstra_download\Processed\07_17-18\405E2\405E2_ear_6.jpg,..\data\corn\images\1_101_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\406E1,406,1,102,3,E:\maize_tuinstra_download\Processed\07_17-18\406E1\406E1_ear_6.jpg,..\data\corn\images\1_102_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\406E2,406,2,102,4,E:\maize_tuinstra_download\Processed\07_17-18\406E2\406E2_ear_6.jpg,..\data\corn\images\1_102_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\407E1,407,1,103,3,E:\maize_tuinstra_download\Processed\07_17-18\407E1\407E1_ear_6.jpg,..\data\corn\images\1_103_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\407E2,407,2,103,4,E:\maize_tuinstra_download\Processed\07_17-18\407E2\407E2_ear_6.jpg,..\data\corn\images\1_103_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\408E1,408,1,104,3,E:\maize_tuinstra_download\Processed\07_17-18\408E1\408E1_ear_6.jpg,..\data\corn\images\1_104_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\408E2,408,2,104,4,E:\maize_tuinstra_download\Processed\07_17-18\408E2\408E2_ear_6.jpg,..\data\corn\images\1_104_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\409E1,409,1,105,3,E:\maize_tuinstra_download\Processed\07_17-18\409E1\409E1_ear_6.jpg,..\data\corn\images\1_105_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\409E2,409,2,105,4,E:\maize_tuinstra_download\Processed\07_17-18\409E2\409E2_ear_6.jpg,..\data\corn\images\1_105_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\410E1,410,1,106,3,E:\maize_tuinstra_download\Processed\07_17-18\410E1\410E1_ear_6.jpg,..\data\corn\images\1_106_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\410E2,410,2,106,4,E:\maize_tuinstra_download\Processed\07_17-18\410E2\410E2_ear_6.jpg,..\data\corn\images\1_106_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\411E1,411,1,107,3,E:\maize_tuinstra_download\Processed\07_17-18\411E1\411E1_ear_6.jpg,..\data\corn\images\1_107_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\411E2,411,2,107,4,E:\maize_tuinstra_download\Processed\07_17-18\411E2\411E2_ear_6.jpg,..\data\corn\images\1_107_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\412E1,412,1,108,3,E:\maize_tuinstra_download\Processed\07_17-18\412E1\412E1_ear_6.jpg,..\data\corn\images\1_108_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\412E2,412,2,108,4,E:\maize_tuinstra_download\Processed\07_17-18\412E2\412E2_ear_6.jpg,..\data\corn\images\1_108_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\413E1,413,1,109,3,E:\maize_tuinstra_download\Processed\07_17-18\413E1\413E1_ear_6.jpg,..\data\corn\images\1_109_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\413E2,413,2,109,4,E:\maize_tuinstra_download\Processed\07_17-18\413E2\413E2_ear_6.jpg,..\data\corn\images\1_109_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\414E1,414,1,110,3,E:\maize_tuinstra_download\Processed\07_17-18\414E1\414E1_ear_6.jpg,..\data\corn\images\1_110_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\414E2,414,2,110,4,E:\maize_tuinstra_download\Processed\07_17-18\414E2\414E2_ear_6.jpg,..\data\corn\images\1_110_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\415E1,415,1,111,3,E:\maize_tuinstra_download\Processed\07_17-18\415E1\415E1_ear_6.jpg,..\data\corn\images\1_111_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\415E2,415,2,111,4,E:\maize_tuinstra_download\Processed\07_17-18\415E2\415E2_ear_6.jpg,..\data\corn\images\1_111_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\416E1,416,1,112,3,E:\maize_tuinstra_download\Processed\07_17-18\416E1\416E1_ear_6.jpg,..\data\corn\images\1_112_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\416E2,416,2,112,4,E:\maize_tuinstra_download\Processed\07_17-18\416E2\416E2_ear_6.jpg,..\data\corn\images\1_112_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\417E1,417,1,113,3,E:\maize_tuinstra_download\Processed\07_17-18\417E1\417E1_ear_6.jpg,..\data\corn\images\1_113_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\417E2,417,2,113,4,E:\maize_tuinstra_download\Processed\07_17-18\417E2\417E2_ear_6.jpg,..\data\corn\images\1_113_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\418E1,418,1,114,3,E:\maize_tuinstra_download\Processed\07_17-18\418E1\418E1_ear_6.jpg,..\data\corn\images\1_114_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\418E2,418,2,114,4,E:\maize_tuinstra_download\Processed\07_17-18\418E2\418E2_ear_6.jpg,..\data\corn\images\1_114_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\419E1,419,1,115,3,E:\maize_tuinstra_download\Processed\07_17-18\419E1\419E1_ear_6.jpg,..\data\corn\images\1_115_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\419E2,419,2,115,4,E:\maize_tuinstra_download\Processed\07_17-18\419E2\419E2_ear_6.jpg,..\data\corn\images\1_115_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\420E1,420,1,116,3,E:\maize_tuinstra_download\Processed\07_17-18\420E1\420E1_ear_6.jpg,..\data\corn\images\1_116_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\420E2,420,2,116,4,E:\maize_tuinstra_download\Processed\07_17-18\420E2\420E2_ear_6.jpg,..\data\corn\images\1_116_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\421E1,421,1,117,3,E:\maize_tuinstra_download\Processed\07_17-18\421E1\421E1_ear_6.jpg,..\data\corn\images\1_117_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\421E2,421,2,117,4,E:\maize_tuinstra_download\Processed\07_17-18\421E2\421E2_ear_6.jpg,..\data\corn\images\1_117_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\422E1,422,1,118,3,E:\maize_tuinstra_download\Processed\07_17-18\422E1\422E1_ear_6.jpg,..\data\corn\images\1_118_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\422E2,422,2,118,4,E:\maize_tuinstra_download\Processed\07_17-18\422E2\422E2_ear_6.jpg,..\data\corn\images\1_118_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\423E1,423,1,119,3,E:\maize_tuinstra_download\Processed\07_17-18\423E1\423E1_ear_6.jpg,..\data\corn\images\1_119_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\423E2,423,2,119,4,E:\maize_tuinstra_download\Processed\07_17-18\423E2\423E2_ear_6.jpg,..\data\corn\images\1_119_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\424E1,424,1,120,3,E:\maize_tuinstra_download\Processed\07_17-18\424E1\424E1_ear_6.jpg,..\data\corn\images\1_120_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\424E2,424,2,120,4,E:\maize_tuinstra_download\Processed\07_17-18\424E2\424E2_ear_6.jpg,..\data\corn\images\1_120_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\425E1,425,1,121,3,E:\maize_tuinstra_download\Processed\07_17-18\425E1\425E1_ear_6.jpg,..\data\corn\images\1_121_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\425E2,425,2,121,4,E:\maize_tuinstra_download\Processed\07_17-18\425E2\425E2_ear_6.jpg,..\data\corn\images\1_121_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\426E1,426,1,122,3,E:\maize_tuinstra_download\Processed\07_17-18\426E1\426E1_ear_6.jpg,..\data\corn\images\1_122_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\426E2,426,2,122,4,E:\maize_tuinstra_download\Processed\07_17-18\426E2\426E2_ear_6.jpg,..\data\corn\images\1_122_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\427E1,427,1,123,3,E:\maize_tuinstra_download\Processed\07_17-18\427E1\427E1_ear_6.jpg,..\data\corn\images\1_123_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\427E2,427,2,123,4,E:\maize_tuinstra_download\Processed\07_17-18\427E2\427E2_ear_6.jpg,..\data\corn\images\1_123_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\428E1,428,1,124,3,E:\maize_tuinstra_download\Processed\07_17-18\428E1\428E1_ear_6.jpg,..\data\corn\images\1_124_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\428E2,428,2,124,4,E:\maize_tuinstra_download\Processed\07_17-18\428E2\428E2_ear_6.jpg,..\data\corn\images\1_124_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\429E1,429,1,125,3,E:\maize_tuinstra_download\Processed\07_17-18\429E1\429E1_ear_6.jpg,..\data\corn\images\1_125_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\429E2,429,2,125,4,E:\maize_tuinstra_download\Processed\07_17-18\429E2\429E2_ear_6.jpg,..\data\corn\images\1_125_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\430E1,430,1,126,3,E:\maize_tuinstra_download\Processed\07_17-18\430E1\430E1_ear_6.jpg,..\data\corn\images\1_126_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\430E2,430,2,126,4,E:\maize_tuinstra_download\Processed\07_17-18\430E2\430E2_ear_6.jpg,..\data\corn\images\1_126_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\431E1,431,1,127,3,E:\maize_tuinstra_download\Processed\07_17-18\431E1\431E1_ear_6.jpg,..\data\corn\images\1_127_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\431E2,431,2,127,4,E:\maize_tuinstra_download\Processed\07_17-18\431E2\431E2_ear_6.jpg,..\data\corn\images\1_127_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\432E1,432,1,128,3,E:\maize_tuinstra_download\Processed\07_17-18\432E1\432E1_ear_6.jpg,..\data\corn\images\1_128_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\432E2,432,2,128,4,E:\maize_tuinstra_download\Processed\07_17-18\432E2\432E2_ear_6.jpg,..\data\corn\images\1_128_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\433E1,433,1,129,3,E:\maize_tuinstra_download\Processed\07_17-18\433E1\433E1_ear_6.jpg,..\data\corn\images\1_129_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\433E2,433,2,129,4,E:\maize_tuinstra_download\Processed\07_17-18\433E2\433E2_ear_6.jpg,..\data\corn\images\1_129_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\434E1,434,1,130,3,E:\maize_tuinstra_download\Processed\07_17-18\434E1\434E1_ear_6.jpg,..\data\corn\images\1_130_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\434E2,434,2,130,4,E:\maize_tuinstra_download\Processed\07_17-18\434E2\434E2_ear_6.jpg,..\data\corn\images\1_130_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\435E1,435,1,131,3,E:\maize_tuinstra_download\Processed\07_17-18\435E1\435E1_ear_6.jpg,..\data\corn\images\1_131_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\435E2,435,2,131,4,E:\maize_tuinstra_download\Processed\07_17-18\435E2\435E2_ear_6.jpg,..\data\corn\images\1_131_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\436E1,436,1,132,3,E:\maize_tuinstra_download\Processed\07_17-18\436E1\436E1_ear_6.jpg,..\data\corn\images\1_132_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\436E2,436,2,132,4,E:\maize_tuinstra_download\Processed\07_17-18\436E2\436E2_ear_6.jpg,..\data\corn\images\1_132_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\437E1,437,1,133,3,E:\maize_tuinstra_download\Processed\07_17-18\437E1\437E1_ear_6.jpg,..\data\corn\images\1_133_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\437E2,437,2,133,4,E:\maize_tuinstra_download\Processed\07_17-18\437E2\437E2_ear_6.jpg,..\data\corn\images\1_133_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\438E1,438,1,134,3,E:\maize_tuinstra_download\Processed\07_17-18\438E1\438E1_ear_6.jpg,..\data\corn\images\1_134_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\438E2,438,2,134,4,E:\maize_tuinstra_download\Processed\07_17-18\438E2\438E2_ear_6.jpg,..\data\corn\images\1_134_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\439E1,439,1,135,3,E:\maize_tuinstra_download\Processed\07_17-18\439E1\439E1_ear_6.jpg,..\data\corn\images\1_135_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\439E2,439,2,135,4,E:\maize_tuinstra_download\Processed\07_17-18\439E2\439E2_ear_6.jpg,..\data\corn\images\1_135_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\440E1,440,1,136,3,E:\maize_tuinstra_download\Processed\07_17-18\440E1\440E1_ear_6.jpg,..\data\corn\images\1_136_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\440E2,440,2,136,4,E:\maize_tuinstra_download\Processed\07_17-18\440E2\440E2_ear_6.jpg,..\data\corn\images\1_136_4.jpg,copied
