crop,collectiondate,genotype,augmented?,modelname,IoU
wheat,5,30,yes,U-NET,0.642438
wheat,5,30,no,U-NET,0.9230228
wheat,5,30,yes,U-NET,0.924212
wheat,5,30,yes,U-NET,0.92237395
wheat,5,30,yes,U-NET,0.9228377
wheat,5,30,yes,U-NET,0.9236795
wheat,5,30,yes,U-NET,0.90751106
wheat,5,31,no,U-NET,0.9045107
wheat,5,31,no,U-NET,0.85309345
wheat,5,31,yes,U-NET,0.90277994
wheat,5,31,yes,U-NET,0.8942902
wheat,5,31,yes,U-NET,0.86567086
wheat,5,31,yes,U-NET,0.7854761
wheat,5,31,yes,U-NET,0.8512995
wheat,5,31,yes,U-NET,0.9034754
wheat,5,31,yes,U-NET,0.89803845
wheat,5,31,yes,U-NET,0.89966667
wheat,5,31,yes,U-NET,0.901834
wheat,5,31,yes,U-NET,0.8966678
wheat,5,32,no,U-NET,0.92511487
wheat,5,32,no,U-NET,0.93179643
wheat,5,32,yes,U-NET,0.9365859
wheat,5,32,yes,U-NET,0.93113774
wheat,5,32,yes,U-NET,0.92434317
wheat,5,32,yes,U-NET,0.93107134
wheat,5,32,yes,U-NET,0.93196666
wheat,5,32,yes,U-NET,0.9288351
wheat,5,32,yes,U-NET,0.92845976
wheat,5,32,yes,U-NET,0.9162847
wheat,5,32,yes,U-NET,0.92437047
wheat,5,32,yes,U-NET,0.9243735
wheat,5,32,no,U-NET,0.9231865
wheat,5,32,yes,U-NET,0.9169806
wheat,5,32,yes,U-NET,0.92046547
wheat,5,32,yes,U-NET,0.9067563
wheat,5,32,yes,U-NET,0.9229394
wheat,5,32,yes,U-NET,0.8987042
wheat,5,33,no,U-NET,0.86116874
wheat,5,33,no,U-NET,0.21603149
wheat,5,33,yes,U-NET,0.48105222
wheat,5,33,yes,U-NET,0.2967732
wheat,5,33,yes,U-NET,0.035447463
wheat,5,33,yes,U-NET,0.1835964
wheat,5,33,yes,U-NET,0.28849712
wheat,5,33,yes,U-NET,0.8713005
wheat,5,33,yes,U-NET,0.86051786
wheat,5,33,yes,U-NET,0.838581
wheat,5,33,yes,U-NET,0.8571954
wheat,5,33,yes,U-NET,0.8573166
wheat,5,33,no,U-NET,0.8584954
wheat,5,33,yes,U-NET,0.8399246
wheat,5,33,yes,U-NET,0.81091416
wheat,5,33,yes,U-NET,0.7403103
wheat,5,33,yes,U-NET,0.8646914
wheat,5,33,yes,U-NET,0.8302218
wheat,5,34,no,U-NET,0.703486
wheat,5,34,no,U-NET,0.8945216
wheat,5,34,yes,U-NET,0.90204394
wheat,5,34,yes,U-NET,0.8943321
wheat,5,34,yes,U-NET,0.89392924
wheat,5,34,yes,U-NET,0.886133
wheat,5,34,yes,U-NET,0.9007168
wheat,5,34,yes,U-NET,0.7481911
wheat,5,34,yes,U-NET,0.7151352
wheat,5,34,yes,U-NET,0.760144
wheat,5,34,yes,U-NET,0.6723769
wheat,5,34,yes,U-NET,0.66662824
wheat,5,34,no,U-NET,0.87329143
wheat,5,34,yes,U-NET,0.89382404
wheat,5,34,yes,U-NET,0.88678163
wheat,5,34,yes,U-NET,0.89411366
wheat,5,34,yes,U-NET,0.873731
wheat,5,34,yes,U-NET,0.88021356
wheat,5,35,no,U-NET,0.851104
wheat,5,35,no,U-NET,0.8441705
wheat,5,35,yes,U-NET,0.85774934
wheat,5,35,yes,U-NET,0.8437187
wheat,5,35,yes,U-NET,0.8341099
wheat,5,35,yes,U-NET,0.8436459
wheat,5,35,yes,U-NET,0.8308259
wheat,5,35,yes,U-NET,0.8057785
wheat,5,35,yes,U-NET,0.80422777
wheat,5,35,yes,U-NET,0.82174593
wheat,5,35,yes,U-NET,0.8523235
wheat,5,35,yes,U-NET,0.82507175
wheat,5,35,no,U-NET,0.755667
wheat,5,35,yes,U-NET,0.763596
wheat,5,35,yes,U-NET,0.7407053
wheat,5,35,yes,U-NET,0.7620074
wheat,5,35,yes,U-NET,0.7557185
wheat,5,35,yes,U-NET,0.74776834
wheat,5,36,no,U-NET,0.7818781
wheat,5,36,no,U-NET,0.46802986
wheat,5,36,yes,U-NET,0.6419256
wheat,5,36,yes,U-NET,0.6592329
wheat,5,36,yes,U-NET,0.15337166
wheat,5,36,yes,U-NET,0.46272048
wheat,5,36,yes,U-NET,0.27893442
wheat,5,36,yes,U-NET,0.80924904
wheat,5,36,yes,U-NET,0.80767965
wheat,5,36,yes,U-NET,0.75682175
wheat,5,36,yes,U-NET,0.7836704
wheat,5,36,yes,U-NET,0.7757951
wheat,5,36,no,U-NET,0.892057
wheat,5,36,yes,U-NET,0.85006106
wheat,5,36,yes,U-NET,0.8759365
wheat,5,36,yes,U-NET,0.8499617
wheat,5,36,yes,U-NET,0.89408493
wheat,5,36,yes,U-NET,0.89558923
wheat,5,37,no,U-NET,0.93815696
wheat,5,37,yes,U-NET,0.84615386
wheat,5,37,yes,U-NET,0.88714993
wheat,5,37,yes,U-NET,0.79874086
wheat,5,37,yes,U-NET,0.94044536
wheat,5,37,yes,U-NET,0.9368571
wheat,5,37,no,U-NET,0.8676143
wheat,5,37,yes,U-NET,0.86677265
wheat,5,37,yes,U-NET,0.8655045
wheat,5,37,yes,U-NET,0.6935758
wheat,5,37,yes,U-NET,0.8669351
wheat,5,37,yes,U-NET,0.8503112
wheat,5,38,no,U-NET,0.6593805
wheat,5,38,no,U-NET,0.8635603
wheat,5,38,yes,U-NET,0.84381354
wheat,5,38,yes,U-NET,0.86593103
wheat,5,38,yes,U-NET,0.8099467
wheat,5,38,yes,U-NET,0.86358637
wheat,5,38,yes,U-NET,0.86576563
wheat,5,38,yes,U-NET,0.6400402
wheat,5,38,yes,U-NET,0.6744383
wheat,5,38,yes,U-NET,0.661151
wheat,5,38,yes,U-NET,0.66950846
wheat,5,38,yes,U-NET,0.6905046
wheat,5,38,no,U-NET,0.83847845
wheat,5,38,yes,U-NET,0.81723845
wheat,5,38,yes,U-NET,0.8252592
wheat,5,38,yes,U-NET,0.79685354
wheat,5,38,yes,U-NET,0.8399425
wheat,5,38,yes,U-NET,0.77473646
wheat,5,39,no,U-NET,0.87812024
wheat,5,39,no,U-NET,0.6724485
wheat,5,39,yes,U-NET,0.73593014
wheat,5,39,yes,U-NET,0.7013615
wheat,5,39,yes,U-NET,0.6170945
wheat,5,39,yes,U-NET,0.67766553
wheat,5,39,yes,U-NET,0.6638304
wheat,5,39,yes,U-NET,0.851013
wheat,5,39,yes,U-NET,0.8588451
wheat,5,39,yes,U-NET,0.83207655
wheat,5,39,yes,U-NET,0.87975204
wheat,5,39,yes,U-NET,0.88106567
wheat,5,39,no,U-NET,0.8882026
wheat,5,39,yes,U-NET,0.89720505
wheat,5,39,yes,U-NET,0.89356357
wheat,5,39,yes,U-NET,0.9003589
wheat,5,39,yes,U-NET,0.8862381
wheat,5,39,yes,U-NET,0.887508
wheat,5,3,no,U-NET,0.947914
wheat,5,3,no,U-NET,0.8463312
wheat,5,3,yes,U-NET,0.88484275
wheat,5,3,yes,U-NET,0.90267026
wheat,5,3,yes,U-NET,0.77203876
wheat,5,3,yes,U-NET,0.8278175
wheat,5,3,yes,U-NET,0.5127161
wheat,5,3,yes,U-NET,0.94512296
wheat,5,3,yes,U-NET,0.95129323
wheat,5,3,yes,U-NET,0.9425384
wheat,5,3,yes,U-NET,0.9482599
wheat,5,3,yes,U-NET,0.94408745
wheat,5,3,no,U-NET,0.9286968
wheat,5,3,yes,U-NET,0.9268403
wheat,5,3,yes,U-NET,0.92236775
wheat,5,3,yes,U-NET,0.9163304
wheat,5,3,yes,U-NET,0.9263734
wheat,5,3,yes,U-NET,0.87707
wheat,5,40,no,U-NET,0.9259637
wheat,5,40,no,U-NET,0.914173
wheat,5,40,yes,U-NET,0.9084201
wheat,5,40,yes,U-NET,0.921771
wheat,5,40,yes,U-NET,0.3324582
wheat,5,40,yes,U-NET,0.9139254
wheat,5,40,yes,U-NET,0.91297233
wheat,5,40,yes,U-NET,0.9301609
wheat,5,40,yes,U-NET,0.93155545
wheat,5,40,yes,U-NET,0.92899
wheat,5,40,yes,U-NET,0.92277294
wheat,5,40,yes,U-NET,0.9299943
wheat,5,40,no,U-NET,0.94213057
wheat,5,40,yes,U-NET,0.9375
wheat,5,40,yes,U-NET,0.9451036
wheat,5,40,yes,U-NET,0.94068223
wheat,5,40,yes,U-NET,0.9454436
wheat,5,40,yes,U-NET,0.9355162
wheat,5,4,no,U-NET,0.9295643
wheat,5,4,no,U-NET,0.9416318
wheat,5,4,yes,U-NET,0.94283926
wheat,5,4,yes,U-NET,0.9434304
wheat,5,4,yes,U-NET,0.94133466
wheat,5,4,yes,U-NET,0.93593
wheat,5,4,yes,U-NET,0.9000654
wheat,5,4,yes,U-NET,0.9347229
wheat,5,4,yes,U-NET,0.9352494
wheat,5,4,yes,U-NET,0.9301079
wheat,5,4,yes,U-NET,0.92985034
wheat,5,4,yes,U-NET,0.9277826
wheat,5,4,no,U-NET,0.9212042
wheat,5,4,yes,U-NET,0.91942674
wheat,5,4,yes,U-NET,0.9203432
wheat,5,4,yes,U-NET,0.90764165
wheat,5,4,yes,U-NET,0.91920334
wheat,5,4,yes,U-NET,0.9148844
wheat,5,5,no,U-NET,0.8969369
wheat,5,5,no,U-NET,0.93077826
wheat,5,5,yes,U-NET,0.9355554
wheat,5,5,yes,U-NET,0.9330324
wheat,5,5,yes,U-NET,0.9316863
wheat,5,5,yes,U-NET,0.9322533
wheat,5,5,yes,U-NET,0.8892379
wheat,5,5,yes,U-NET,0.8966598
wheat,5,5,yes,U-NET,0.8954354
wheat,5,5,yes,U-NET,0.8899296
wheat,5,5,yes,U-NET,0.89161426
wheat,5,5,yes,U-NET,0.89576024
wheat,5,5,no,U-NET,0.93706584
wheat,5,5,yes,U-NET,0.94111687
wheat,5,5,yes,U-NET,0.93968445
wheat,5,5,yes,U-NET,0.9327322
wheat,5,5,yes,U-NET,0.9362168
wheat,5,5,yes,U-NET,0.92944443
wheat,5,6,no,U-NET,0.92831737
wheat,5,6,no,U-NET,0.30783316
wheat,5,6,yes,U-NET,0.50760245
wheat,5,6,yes,U-NET,0.31870604
wheat,5,6,yes,U-NET,0.35049278
wheat,5,6,yes,U-NET,0.2749557
wheat,5,6,yes,U-NET,0.3075532
wheat,5,6,yes,U-NET,0.9277276
wheat,5,6,yes,U-NET,0.92865956
wheat,5,6,yes,U-NET,0.9203608
wheat,5,6,yes,U-NET,0.9283118
wheat,5,6,yes,U-NET,0.8969679
wheat,5,6,no,U-NET,0.93267965
wheat,5,6,yes,U-NET,0.93082815
wheat,5,6,yes,U-NET,0.9320445
wheat,5,6,yes,U-NET,0.93307954
wheat,5,6,yes,U-NET,0.93818235
wheat,5,6,yes,U-NET,0.9322418
wheat,5,7,no,U-NET,0.92105263
wheat,5,7,no,U-NET,0.9099767
wheat,5,7,yes,U-NET,0.9197422
wheat,5,7,yes,U-NET,0.9243402
wheat,5,7,yes,U-NET,0.8258463
wheat,5,7,yes,U-NET,0.9194383
wheat,5,7,yes,U-NET,0.86919653
wheat,5,7,yes,U-NET,0.9097606
wheat,5,7,yes,U-NET,0.9150093
wheat,5,7,yes,U-NET,0.884846
wheat,5,7,yes,U-NET,0.92066234
wheat,5,7,yes,U-NET,0.9196441
wheat,5,7,no,U-NET,0.87461406
wheat,5,7,yes,U-NET,0.86752313
wheat,5,7,yes,U-NET,0.858013
wheat,5,7,yes,U-NET,0.8822108
wheat,5,7,yes,U-NET,0.8869024
wheat,5,7,yes,U-NET,0.87805367
wheat,5,8,no,U-NET,0.93467873
wheat,5,8,yes,U-NET,0.9341159
wheat,5,8,yes,U-NET,0.93353695
wheat,5,8,yes,U-NET,0.9275654
wheat,5,8,yes,U-NET,0.93633556
wheat,5,8,yes,U-NET,0.8729073
wheat,5,8,no,U-NET,0.9280697
wheat,5,8,yes,U-NET,0.9216767
wheat,5,8,yes,U-NET,0.9251551
wheat,5,8,yes,U-NET,0.7699505
wheat,5,8,yes,U-NET,0.9301811
wheat,5,8,yes,U-NET,0.9224495
wheat,5,9,no,U-NET,0.9407851
wheat,5,9,yes,U-NET,0.8853908
wheat,5,9,yes,U-NET,0.93466514
wheat,5,9,yes,U-NET,0.9310006
wheat,5,9,yes,U-NET,0.93984026
wheat,5,9,yes,U-NET,0.92466307
wheat,5,9,no,U-NET,0.85224986
wheat,5,9,yes,U-NET,0.9207342
wheat,5,9,yes,U-NET,0.9148743
wheat,5,9,yes,U-NET,0.9226638
wheat,5,9,yes,U-NET,0.85678667
wheat,5,9,yes,U-NET,0.82931256
sorghum,1,10,no,SegFormer,0.8556668
sorghum,1,10,no,SegFormer,0.79922664
sorghum,1,10,yes,SegFormer,0.94791925
sorghum,1,10,yes,SegFormer,0.93603176
sorghum,1,10,yes,SegFormer,0.92491955
sorghum,1,10,yes,SegFormer,0.75100183
sorghum,1,10,yes,SegFormer,0.8958582
sorghum,1,10,yes,SegFormer,0.88524324
sorghum,1,10,yes,SegFormer,0.8665491
sorghum,1,10,yes,SegFormer,0.8715555
sorghum,1,10,yes,SegFormer,0.85241616
sorghum,1,10,yes,SegFormer,0.85535884
sorghum,1,10,no,SegFormer,0.9391467
sorghum,1,10,yes,SegFormer,0.94593793
sorghum,1,10,yes,SegFormer,0.9315507
sorghum,1,10,yes,SegFormer,0.942929
sorghum,1,10,yes,SegFormer,0.9383198
sorghum,1,10,yes,SegFormer,0.94138825
sorghum,1,11,no,SegFormer,0.8780429
sorghum,1,11,no,SegFormer,0.87008935
sorghum,1,11,yes,SegFormer,0.86474025
sorghum,1,11,yes,SegFormer,0.86360735
sorghum,1,11,yes,SegFormer,0.8498202
sorghum,1,11,yes,SegFormer,0.8661707
sorghum,1,11,yes,SegFormer,0.8620515
sorghum,1,11,yes,SegFormer,0.8654962
sorghum,1,11,yes,SegFormer,0.86378676
sorghum,1,11,yes,SegFormer,0.87166244
sorghum,1,11,yes,SegFormer,0.8752952
sorghum,1,11,yes,SegFormer,0.8751851
sorghum,1,11,no,SegFormer,0.83599216
sorghum,1,11,yes,SegFormer,0.8196735
sorghum,1,11,yes,SegFormer,0.8220624
sorghum,1,11,yes,SegFormer,0.8125086
sorghum,1,11,yes,SegFormer,0.7810912
sorghum,1,11,yes,SegFormer,0.85445166
sorghum,1,12,no,SegFormer,0.9269431
sorghum,1,12,no,SegFormer,0.8851438
sorghum,1,12,yes,SegFormer,0.89684457
sorghum,1,12,yes,SegFormer,0.8690204
sorghum,1,12,yes,SegFormer,0.8768931
sorghum,1,12,yes,SegFormer,0.88268507
sorghum,1,12,yes,SegFormer,0.88351154
sorghum,1,12,yes,SegFormer,0.9287848
sorghum,1,12,yes,SegFormer,0.9103328
sorghum,1,12,yes,SegFormer,0.9170976
sorghum,1,12,yes,SegFormer,0.9257325
sorghum,1,12,yes,SegFormer,0.9173048
sorghum,1,12,no,SegFormer,0.9400895
sorghum,1,12,yes,SegFormer,0.9230343
sorghum,1,12,yes,SegFormer,0.92159474
sorghum,1,12,yes,SegFormer,0.93472964
sorghum,1,12,yes,SegFormer,0.9344729
sorghum,1,12,yes,SegFormer,0.9375402
sorghum,1,13,no,SegFormer,0.8285516
sorghum,1,13,no,SegFormer,0.94767225
sorghum,1,13,yes,SegFormer,0.9422227
sorghum,1,13,yes,SegFormer,0.9442932
sorghum,1,13,yes,SegFormer,0.9501523
sorghum,1,13,yes,SegFormer,0.94728273
sorghum,1,13,yes,SegFormer,0.94778717
sorghum,1,13,yes,SegFormer,0.8279061
sorghum,1,13,yes,SegFormer,0.83030224
sorghum,1,13,yes,SegFormer,0.8169526
sorghum,1,13,yes,SegFormer,0.83160096
sorghum,1,13,yes,SegFormer,0.8043329
sorghum,1,13,no,SegFormer,0.9570189
sorghum,1,13,yes,SegFormer,0.95866495
sorghum,1,13,yes,SegFormer,0.9564173
sorghum,1,13,yes,SegFormer,0.95809674
sorghum,1,13,yes,SegFormer,0.95814884
sorghum,1,13,yes,SegFormer,0.9537676
sorghum,1,15,no,SegFormer,0.7980675
sorghum,1,15,no,SegFormer,0.80033106
sorghum,1,15,yes,SegFormer,0.7915074
sorghum,1,15,yes,SegFormer,0.83117384
sorghum,1,15,yes,SegFormer,0.8044946
sorghum,1,15,yes,SegFormer,0.8081278
sorghum,1,15,yes,SegFormer,0.7927096
sorghum,1,15,yes,SegFormer,0.82917047
sorghum,1,15,yes,SegFormer,0.80485064
sorghum,1,15,yes,SegFormer,0.8352976
sorghum,1,15,yes,SegFormer,0.78315157
sorghum,1,15,yes,SegFormer,0.7808807
sorghum,1,15,no,SegFormer,0.86271334
sorghum,1,15,yes,SegFormer,0.8482032
sorghum,1,15,yes,SegFormer,0.8126533
sorghum,1,15,yes,SegFormer,0.84468335
sorghum,1,15,yes,SegFormer,0.87757754
sorghum,1,15,yes,SegFormer,0.82177883
sorghum,1,16,no,SegFormer,0.9550251
sorghum,1,16,no,SegFormer,0.9262428
sorghum,1,16,yes,SegFormer,0.9229913
sorghum,1,16,yes,SegFormer,0.92043966
sorghum,1,16,yes,SegFormer,0.6953367
sorghum,1,16,yes,SegFormer,0.920805
sorghum,1,16,yes,SegFormer,0.9207578
sorghum,1,16,yes,SegFormer,0.9543022
sorghum,1,16,yes,SegFormer,0.9487792
sorghum,1,16,yes,SegFormer,0.93188524
sorghum,1,16,yes,SegFormer,0.9414653
sorghum,1,16,yes,SegFormer,0.94661504
sorghum,1,16,no,SegFormer,0.897833
sorghum,1,16,yes,SegFormer,0.87149394
sorghum,1,16,yes,SegFormer,0.8861043
sorghum,1,16,yes,SegFormer,0.8686546
sorghum,1,16,yes,SegFormer,0.89971614
sorghum,1,16,yes,SegFormer,0.8971067
sorghum,1,17,no,SegFormer,0.85737085
sorghum,1,17,no,SegFormer,0.93174
sorghum,1,17,yes,SegFormer,0.87895864
sorghum,1,17,yes,SegFormer,0.89982325
sorghum,1,17,yes,SegFormer,0.8728214
sorghum,1,17,yes,SegFormer,0.92998326
sorghum,1,17,yes,SegFormer,0.9188332
sorghum,1,17,yes,SegFormer,0.83627933
sorghum,1,17,yes,SegFormer,0.8444584
sorghum,1,17,yes,SegFormer,0.8560116
sorghum,1,17,yes,SegFormer,0.8537249
sorghum,1,17,yes,SegFormer,0.869475
sorghum,1,17,no,SegFormer,0.87479347
sorghum,1,17,yes,SegFormer,0.8544957
sorghum,1,17,yes,SegFormer,0.88846385
sorghum,1,17,yes,SegFormer,0.860193
sorghum,1,17,yes,SegFormer,0.87413853
sorghum,1,17,yes,SegFormer,0.8758951
sorghum,1,18,no,SegFormer,0.74378043
sorghum,1,18,no,SegFormer,0.8920916
sorghum,1,18,yes,SegFormer,0.8913002
sorghum,1,18,yes,SegFormer,0.88827294
sorghum,1,18,yes,SegFormer,0.89725524
sorghum,1,18,yes,SegFormer,0.891708
sorghum,1,18,yes,SegFormer,0.890404
sorghum,1,18,yes,SegFormer,0.73036
sorghum,1,18,yes,SegFormer,0.7437696
sorghum,1,18,yes,SegFormer,0.7245986
sorghum,1,18,yes,SegFormer,0.74486023
sorghum,1,18,yes,SegFormer,0.6908702
sorghum,1,18,no,SegFormer,0.8404938
sorghum,1,18,yes,SegFormer,0.82056475
sorghum,1,18,yes,SegFormer,0.86008793
sorghum,1,18,yes,SegFormer,0.80426013
sorghum,1,18,yes,SegFormer,0.8522792
sorghum,1,18,yes,SegFormer,0.8057758
sorghum,1,19,no,SegFormer,0.8803328
sorghum,1,19,no,SegFormer,0.8866947
sorghum,1,19,yes,SegFormer,0.9062188
sorghum,1,19,yes,SegFormer,0.88320845
sorghum,1,19,yes,SegFormer,0.8952394
sorghum,1,19,yes,SegFormer,0.8862934
sorghum,1,19,yes,SegFormer,0.8864314
sorghum,1,19,yes,SegFormer,0.87099695
sorghum,1,19,yes,SegFormer,0.8931189
sorghum,1,19,yes,SegFormer,0.90240055
sorghum,1,19,yes,SegFormer,0.87554926
sorghum,1,19,yes,SegFormer,0.88031536
sorghum,1,19,no,SegFormer,0.9573611
sorghum,1,19,yes,SegFormer,0.9499317
sorghum,1,19,yes,SegFormer,0.95615214
sorghum,1,19,yes,SegFormer,0.95209116
sorghum,1,19,yes,SegFormer,0.95299864
sorghum,1,19,yes,SegFormer,0.9470024
sorghum,1,1,no,SegFormer,0.79879785
sorghum,1,1,no,SegFormer,0.899826
sorghum,1,1,yes,SegFormer,0.87039316
sorghum,1,1,yes,SegFormer,0.89605826
sorghum,1,1,yes,SegFormer,0.8817146
sorghum,1,1,yes,SegFormer,0.8932361
sorghum,1,1,yes,SegFormer,0.8439983
sorghum,1,1,yes,SegFormer,0.82800126
sorghum,1,1,yes,SegFormer,0.82430124
sorghum,1,1,yes,SegFormer,0.77126366
sorghum,1,1,yes,SegFormer,0.8117517
sorghum,1,1,yes,SegFormer,0.73945904
sorghum,1,1,no,SegFormer,0.8083311
sorghum,1,1,yes,SegFormer,0.8034302
sorghum,1,1,yes,SegFormer,0.7930387
sorghum,1,1,yes,SegFormer,0.79023874
sorghum,1,1,yes,SegFormer,0.7916867
sorghum,1,1,yes,SegFormer,0.6615909
sorghum,1,20,no,SegFormer,0.9048401
sorghum,1,20,no,SegFormer,0.841962
sorghum,1,20,yes,SegFormer,0.85636836
sorghum,1,20,yes,SegFormer,0.85025316
sorghum,1,20,yes,SegFormer,0.83039623
sorghum,1,20,yes,SegFormer,0.8413557
sorghum,1,20,yes,SegFormer,0.84128344
sorghum,1,20,yes,SegFormer,0.89985067
sorghum,1,20,yes,SegFormer,0.8938455
sorghum,1,20,yes,SegFormer,0.8554778
sorghum,1,20,yes,SegFormer,0.8930823
sorghum,1,20,yes,SegFormer,0.8717655
sorghum,1,20,no,SegFormer,0.86645997
sorghum,1,20,yes,SegFormer,0.84832114
sorghum,1,20,yes,SegFormer,0.8606341
sorghum,1,20,yes,SegFormer,0.78999346
sorghum,1,20,yes,SegFormer,0.8741818
sorghum,1,20,yes,SegFormer,0.78351086
sorghum,1,21,no,SegFormer,0.9647265
sorghum,1,21,no,SegFormer,0.9139807
sorghum,1,21,yes,SegFormer,0.9150702
sorghum,1,21,yes,SegFormer,0.9284247
sorghum,1,21,yes,SegFormer,0.9189281
sorghum,1,21,yes,SegFormer,0.9134927
sorghum,1,21,yes,SegFormer,0.9004836
sorghum,1,21,yes,SegFormer,0.956873
sorghum,1,21,yes,SegFormer,0.96135557
sorghum,1,21,yes,SegFormer,0.958598
sorghum,1,21,yes,SegFormer,0.9671617
sorghum,1,21,yes,SegFormer,0.9652241
sorghum,1,21,no,SegFormer,0.9317381
sorghum,1,21,yes,SegFormer,0.93783396
sorghum,1,21,yes,SegFormer,0.9256285
sorghum,1,21,yes,SegFormer,0.9273062
sorghum,1,21,yes,SegFormer,0.9252197
sorghum,1,21,yes,SegFormer,0.90854967
sorghum,1,22,no,SegFormer,0.90680355
sorghum,1,22,no,SegFormer,0.9461631
sorghum,1,22,yes,SegFormer,0.94127417
sorghum,1,22,yes,SegFormer,0.94216496
sorghum,1,22,yes,SegFormer,0.9176514
sorghum,1,22,yes,SegFormer,0.93932956
sorghum,1,22,yes,SegFormer,0.93316096
sorghum,1,22,yes,SegFormer,0.9110803
sorghum,1,22,yes,SegFormer,0.91460425
sorghum,1,22,yes,SegFormer,0.90887964
sorghum,1,22,yes,SegFormer,0.918191
sorghum,1,22,yes,SegFormer,0.9129095
sorghum,1,22,no,SegFormer,0.95031756
sorghum,1,22,yes,SegFormer,0.93625546
sorghum,1,22,yes,SegFormer,0.94540566
sorghum,1,22,yes,SegFormer,0.93592536
sorghum,1,22,yes,SegFormer,0.9477458
sorghum,1,22,yes,SegFormer,0.9500545
sorghum,1,23,no,SegFormer,0.87603676
sorghum,1,23,no,SegFormer,0.8469828
sorghum,1,23,yes,SegFormer,0.87227994
sorghum,1,23,yes,SegFormer,0.884927
sorghum,1,23,yes,SegFormer,0.9183707
sorghum,1,23,yes,SegFormer,0.84735835
sorghum,1,23,yes,SegFormer,0.8446996
sorghum,1,23,yes,SegFormer,0.87694484
sorghum,1,23,yes,SegFormer,0.8813751
sorghum,1,23,yes,SegFormer,0.8890653
sorghum,1,23,yes,SegFormer,0.86387706
sorghum,1,23,yes,SegFormer,0.86762524
sorghum,1,23,no,SegFormer,0.82180303
sorghum,1,23,yes,SegFormer,0.86326665
sorghum,1,23,yes,SegFormer,0.83655185
sorghum,1,23,yes,SegFormer,0.8788861
sorghum,1,23,yes,SegFormer,0.79138297
sorghum,1,23,yes,SegFormer,0.83309436
sorghum,1,24,no,SegFormer,0.91026837
sorghum,1,24,no,SegFormer,0.91174245
sorghum,1,24,yes,SegFormer,0.90871
sorghum,1,24,yes,SegFormer,0.90710175
sorghum,1,24,yes,SegFormer,0.9039248
sorghum,1,24,yes,SegFormer,0.9148391
sorghum,1,24,yes,SegFormer,0.9125178
sorghum,1,24,yes,SegFormer,0.9003705
sorghum,1,24,yes,SegFormer,0.9195557
sorghum,1,24,yes,SegFormer,0.90366
sorghum,1,24,yes,SegFormer,0.9107131
sorghum,1,24,yes,SegFormer,0.91434705
sorghum,1,24,no,SegFormer,0.9435443
sorghum,1,24,yes,SegFormer,0.9413194
sorghum,1,24,yes,SegFormer,0.9322547
sorghum,1,24,yes,SegFormer,0.9326923
sorghum,1,24,yes,SegFormer,0.9435154
sorghum,1,24,yes,SegFormer,0.94315505
sorghum,1,26,no,SegFormer,0.8087196
sorghum,1,26,no,SegFormer,0.84583133
sorghum,1,26,yes,SegFormer,0.8480611
sorghum,1,26,yes,SegFormer,0.8479246
sorghum,1,26,yes,SegFormer,0.84251004
sorghum,1,26,yes,SegFormer,0.8421315
sorghum,1,26,yes,SegFormer,0.82059276
sorghum,1,26,yes,SegFormer,0.7888604
sorghum,1,26,yes,SegFormer,0.8403007
sorghum,1,26,yes,SegFormer,0.8191985
sorghum,1,26,yes,SegFormer,0.8050393
sorghum,1,26,yes,SegFormer,0.79515785
sorghum,1,26,no,SegFormer,0.8795886
sorghum,1,26,yes,SegFormer,0.8457193
sorghum,1,26,yes,SegFormer,0.8780513
sorghum,1,26,yes,SegFormer,0.8256817
sorghum,1,26,yes,SegFormer,0.8773764
sorghum,1,26,yes,SegFormer,0.88060266
sorghum,1,27,no,SegFormer,0.87274444
sorghum,1,27,no,SegFormer,0.87575066
sorghum,1,27,yes,SegFormer,0.88100713
sorghum,1,27,yes,SegFormer,0.8753634
sorghum,1,27,yes,SegFormer,0.90768415
sorghum,1,27,yes,SegFormer,0.87567264
sorghum,1,27,yes,SegFormer,0.88057464
sorghum,1,27,yes,SegFormer,0.8600264
sorghum,1,27,yes,SegFormer,0.87679267
sorghum,1,27,yes,SegFormer,0.8839585
sorghum,1,27,yes,SegFormer,0.86157554
sorghum,1,27,yes,SegFormer,0.8300262
sorghum,1,27,no,SegFormer,0.85236007
sorghum,1,27,yes,SegFormer,0.86329216
sorghum,1,27,yes,SegFormer,0.86571753
sorghum,1,27,yes,SegFormer,0.87891203
sorghum,1,27,yes,SegFormer,0.8741175
sorghum,1,27,yes,SegFormer,0.8727221
sorghum,1,28,no,SegFormer,0.88437015
sorghum,1,28,no,SegFormer,0.901282
sorghum,1,28,yes,SegFormer,0.9144632
sorghum,1,28,yes,SegFormer,0.90404934
sorghum,1,28,yes,SegFormer,0.8968298
sorghum,1,28,yes,SegFormer,0.89947337
sorghum,1,28,yes,SegFormer,0.903069
sorghum,1,28,yes,SegFormer,0.89701825
sorghum,1,28,yes,SegFormer,0.8954729
sorghum,1,28,yes,SegFormer,0.8569015
sorghum,1,28,yes,SegFormer,0.8744771
sorghum,1,28,yes,SegFormer,0.79012394
sorghum,1,28,no,SegFormer,0.90018886
sorghum,1,28,yes,SegFormer,0.89614534
sorghum,1,28,yes,SegFormer,0.90646917
sorghum,1,28,yes,SegFormer,0.89782846
sorghum,1,28,yes,SegFormer,0.89573526
