"Comparison","diff","lwr","upr","p adj"
"2-1",0.169790453088293,0.135911208921758,0.203669697254827,4.33542091116124e-13
"3-1",0.379092753637127,0.345213509470593,0.412971997803662,4.33542091116124e-13
"4-1",0.419000737598051,0.38490344996474,0.453098025231363,4.33542091116124e-13
"5-1",0.491172906330609,0.457293662164075,0.525052150497144,4.33542091116124e-13
"6-1",0.376142707698818,0.342090040308352,0.410195375089285,4.33542091116124e-13
"3-2",0.209302300548835,0.179085992683203,0.239518608414466,4.33542091116124e-13
"4-2",0.249210284509759,0.218749701789073,0.279670867230444,4.33542091116124e-13
"5-2",0.321382453242317,0.291166145376685,0.351598761107948,4.33542091116124e-13
"6-2",0.206352254610526,0.175941627649861,0.236762881571191,4.33542091116124e-13
"4-3",0.0399079839609241,0.00944740124023835,0.0703685666816098,0.00261017069846214
"5-3",0.112080152693482,0.0818638448278501,0.142296460559114,4.89608353859694e-13
"6-3",-0.00295004593830894,-0.0333606728989738,0.0274605810223559,0.999782783249545
"5-4",0.0721721687325578,0.0417115860118721,0.102632751453244,2.38361774762552e-10
"6-4",-0.042858029899233,-0.0735113832360837,-0.0122046765623824,0.000962665052399836
"6-5",-0.115030198631791,-0.145440825592456,-0.084619571671126,4.89275286952306e-13
