"crop","collectiondate","genotype","augmented.","modelname","IoU","Dice","Precision","Recall","F1","MAE","Hausdorff","PixelAccuracy"
"sorghum",2,49,"yes","SegFormer",0.92427325,0.96064657,0.932827873009433,0.990175495262705,0.960646576487178,0.011497498,10,0.988502502441406
"sorghum",2,49,"yes","SegFormer",0.9321458,0.9648814,0.955260103408252,0.974698535745047,0.964881428190781,0.010055542,26.9258240356725,0.989944458007812
"sorghum",2,49,"no","SegFormer",0.9135686,0.9548324,0.940026328016107,0.970112278738962,0.954832366532298,0.00876236,25.6320112359526,0.991237640380859
"sorghum",2,49,"yes","SegFormer",0.8945703,0.9443516,0.951378751013788,0.937427578215527,0.944351641274378,0.010547638,35,0.989452362060547
"sorghum",2,49,"yes","SegFormer",0.9042078,0.94969445,0.952346512375442,0.947057178247493,0.949694480617049,0.009578705,33.6005952328229,0.990421295166016
"sorghum",2,49,"yes","SegFormer",0.90582705,0.95058686,0.94651982727885,0.954688935949175,0.950586831111995,0.009475708,19.2353840616713,0.990524291992188
"sorghum",2,49,"yes","SegFormer",0.9078843,0.9517184,0.941576724542468,0.962080952571223,0.95171841340738,0.009319305,28.7923600977759,0.990680694580078
"sorghum",2,49,"yes","SegFormer",0.91323876,0.95465213,0.942695753798208,0.966915731010509,0.95465214904235,0.008769989,24.0831891575846,0.991230010986328
"sorghum",2,50,"no","SegFormer",0.78722835,0.8809488,0.793421343756914,0.990182242130453,0.880948806485513,0.033275604,13.3416640641263,0.966724395751953
"sorghum",2,50,"no","SegFormer",0.7832803,0.8784713,0.783812476113635,0.999133917938725,0.878471313328415,0.038963318,47.4341649025257,0.961036682128906
"sorghum",2,50,"yes","SegFormer",0.7525191,0.8587856,0.753364235976394,0.998511421457183,0.858785600391066,0.046283722,47.4341649025257,0.953716278076172
"sorghum",2,50,"yes","SegFormer",0.8095879,0.894776,0.814095880382457,0.993206668831872,0.894775982932033,0.032924652,45.8802789878178,0.967075347900391
"sorghum",2,50,"yes","SegFormer",0.812081,0.89629656,0.818751538754225,0.990067121359749,0.896296568537371,0.032291412,45.8802789878178,0.967708587646484
"sorghum",2,50,"yes","SegFormer",0.7800503,0.87643623,0.780528541226216,0.999215113131969,0.876436235875036,0.039711,47.4341649025257,0.960289001464844
"sorghum",2,50,"yes","SegFormer",0.78223467,0.87781334,0.782765420580564,0.999133917938725,0.877813313676301,0.039203644,47.4341649025257,0.960796356201172
"sorghum",2,50,"yes","SegFormer",0.84494317,0.9159558,0.861027108759045,0.978370252193655,0.915955766192733,0.022323608,19.0262975904404,0.977676391601562
"sorghum",2,50,"yes","SegFormer",0.86008364,0.92477953,0.887575466907408,0.965239001043137,0.924779541446208,0.01952362,12.2065556157337,0.980476379394531
"sorghum",2,50,"yes","SegFormer",0.85004056,0.91894263,0.877772191497682,0.964165183776155,0.918942628223873,0.021148682,13.8924439894498,0.978851318359375
"sorghum",2,50,"yes","SegFormer",0.795317,0.8859906,0.80591162720555,0.983739338528564,0.885990605139541,0.03147888,13.3416640641263,0.968521118164062
"sorghum",2,50,"yes","SegFormer",0.7035561,0.82598525,0.705205574610342,0.996686506719028,0.825985252987541,0.052215576,13.3416640641263,0.947784423828125
"sorghum",2,50,"no","SegFormer",0.8788623,0.935526,0.934721943160762,0.93633151444673,0.935526036487951,0.022014618,19.313207915828,0.977985382080078
"sorghum",2,50,"yes","SegFormer",0.8669424,0.92872965,0.906907354915709,0.951628052598622,0.928729661599572,0.024913788,21.0237960416286,0.975086212158203
"sorghum",2,50,"yes","SegFormer",0.86845756,0.9295984,0.935301308461991,0.923964576437964,0.92959838002025,0.023872375,27.8567765543682,0.976127624511719
"sorghum",2,50,"yes","SegFormer",0.85345274,0.9209328,0.889518649718691,0.954647106181233,0.920932841455785,0.027961731,25.1793566240283,0.972038269042969
"sorghum",2,50,"yes","SegFormer",0.87737983,0.93468547,0.933601070950469,0.935772430449951,0.934685489635454,0.02230835,19.313207915828,0.977691650390625
"sorghum",2,50,"yes","SegFormer",0.8778218,0.9349362,0.933300648496869,0.936577511405314,0.934936208686334,0.02223587,18.9736659610103,0.977764129638672
"sorghum",2,51,"no","SegFormer",0.966508,0.98296875,0.982835564709921,0.983102002457891,0.982968765529143,0.0071907043,6.70820393249937,0.992809295654297
"sorghum",2,51,"yes","SegFormer",0.96633554,0.9828796,0.98476079896954,0.98100556639919,0.982879595846197,0.0072135925,7.07106781186548,0.992786407470703
"sorghum",2,51,"yes","SegFormer",0.9658551,0.982631,0.980148526423678,0.985126147618015,0.982631033394925,0.0073509216,7.21110255092798,0.992649078369141
"sorghum",2,51,"yes","SegFormer",0.9661146,0.98276526,0.976791102065592,0.988812983445384,0.982765279087521,0.007320404,6.32455532033676,0.992679595947266
"sorghum",2,51,"yes","SegFormer",0.961164,0.9801975,0.980836047774159,0.979559748427673,0.980197482638889,0.008354187,7.28010988928052,0.991645812988281
"sorghum",2,51,"yes","SegFormer",0.9640824,0.98171276,0.984021208214552,0.979415166630521,0.981712784747068,0.007701874,8,0.992298126220703
"sorghum",2,51,"no","SegFormer",0.86232144,0.9260715,0.999167230521001,0.862941652431898,0.926071540558142,0.03507614,15.1327459504216,0.964923858642578
"sorghum",2,51,"yes","SegFormer",0.8663363,0.92838174,0.999153844825502,0.866972339596632,0.928381750062176,0.034053802,14.0356688476182,0.965946197509766
"sorghum",2,51,"yes","SegFormer",0.8793702,0.9358137,0.998674235985994,0.880397974167641,0.9358137164336,0.03074646,15.2315462117278,0.969253540039062
"sorghum",2,51,"yes","SegFormer",0.88015264,0.9362566,0.998353755812769,0.881431867901346,0.936256565335031,0.030555725,13.8924439894498,0.969444274902344
"sorghum",2,51,"yes","SegFormer",0.85291123,0.92061746,0.999333239752948,0.853396865354071,0.920617473531076,0.037467957,15.6524758424985,0.962532043457031
"sorghum",2,51,"yes","SegFormer",0.86477745,0.92748594,0.998910618872231,0.865593814618358,0.927485971630181,0.03445816,14.7648230602334,0.965541839599609
"sorghum",2,52,"no","SegFormer",0.922076,0.9594584,0.958706146419457,0.960211874846021,0.959458419878452,0.010051727,9.4339811320566,0.989948272705078
"sorghum",2,52,"no","SegFormer",0.8124874,0.8965441,0.820166410576059,0.988607771875874,0.896544074537705,0.024906158,12.369316876853,0.975093841552734
"sorghum",2,52,"yes","SegFormer",0.8525946,0.920433,0.870802805923616,0.976062342745317,0.920433013132095,0.018421173,10,0.981578826904297
"sorghum",2,52,"yes","SegFormer",0.721199,0.8380193,0.721781728195546,0.998881744478613,0.838019291096192,0.042152405,17.8885438199983,0.957847595214844
"sorghum",2,52,"yes","SegFormer",0.86013114,0.92480695,0.889742927270379,0.962748112943808,0.924806982208795,0.017089844,9.89949493661167,0.98291015625
"sorghum",2,52,"yes","SegFormer",0.8266917,0.9051245,0.837604804661949,0.98448420464076,0.905124497991968,0.022529602,12.369316876853,0.977470397949219
"sorghum",2,52,"yes","SegFormer",0.8259333,0.9046697,0.83424305903874,0.988083589600224,0.904669727559231,0.022731781,12.369316876853,0.977268218994141
"sorghum",2,52,"yes","SegFormer",0.9261221,0.96164423,0.94415098818921,0.97979797979798,0.961644249659967,0.009681702,8.06225774829855,0.990318298339844
"sorghum",2,52,"yes","SegFormer",0.899041,0.9468369,0.907054808044907,0.990268539049027,0.946836859384892,0.013774872,7.81024967590665,0.986225128173828
"sorghum",2,52,"yes","SegFormer",0.73541546,0.8475382,0.735815683250941,0.999260901699926,0.847538200339559,0.044532776,17.464249196573,0.955467224121094
"sorghum",2,52,"yes","SegFormer",0.92201877,0.9594274,0.959043633454366,0.959811529933481,0.959427428043713,0.010055542,9.8488578017961,0.989944458007812
"sorghum",2,52,"yes","SegFormer",0.817067,0.89932513,0.817540500365322,0.999291697462429,0.899325138921608,0.027713776,11.7046999107196,0.972286224365234
"sorghum",2,52,"no","SegFormer",0.8989625,0.9467933,0.906004056040337,0.991428455085919,0.946793307603317,0.020877838,10.6301458127346,0.979122161865234
"sorghum",2,52,"yes","SegFormer",0.9194276,0.95802265,0.940888923789705,0.975792002606075,0.95802266775941,0.016021729,15.2315462117278,0.983978271484375
"sorghum",2,52,"yes","SegFormer",0.9087978,0.9522201,0.924787505516222,0.981329912859353,0.952220081987455,0.01845169,12.5299640861417,0.981548309326172
"sorghum",2,52,"yes","SegFormer",0.84557945,0.9163295,0.84843912591051,0.99602980698754,0.916329512249944,0.034080505,12.0415945787923,0.965919494628906
"sorghum",2,52,"yes","SegFormer",0.8986229,0.9466049,0.904828200701676,0.992426093330076,0.946604911299484,0.02097702,9.21954445729289,0.979022979736328
"sorghum",2,52,"yes","SegFormer",0.9111048,0.95348495,0.92489808417386,0.983895268344328,0.953484930696,0.017986298,11.4017542509914,0.982013702392578
"sorghum",2,53,"no","SegFormer",0.9492748,0.9739774,0.99722552516845,0.951788491446345,0.973977375370984,0.009231567,9.48683298050514,0.990768432617188
"sorghum",2,53,"no","SegFormer",0.9009478,0.94789326,0.901414376800337,0.999425844188467,0.947893267987203,0.011680603,7.81024967590665,0.988319396972656
"sorghum",2,53,"yes","SegFormer",0.8950159,0.94459987,0.895447530864197,0.999461728926687,0.944599888080582,0.012462616,7.07106781186548,0.987537384033203
"sorghum",2,53,"yes","SegFormer",0.87641156,0.93413574,0.876549424274838,0.999820576308896,0.934135751764371,0.014987946,9.21954445729289,0.985012054443359
"sorghum",2,53,"yes","SegFormer",0.8933175,0.94365317,0.893546731669767,0.999712922094233,0.943653145905665,0.012691498,11,0.987308502197266
"sorghum",2,53,"yes","SegFormer",0.9008671,0.94784856,0.90153796341266,0.999174651020921,0.947848583877996,0.011688232,7.81024967590665,0.988311767578125
"sorghum",2,53,"yes","SegFormer",0.888361,0.9408805,0.888587649910692,0.999712922094233,0.940880460662963,0.013355255,7.81024967590665,0.986644744873047
"sorghum",2,53,"yes","SegFormer",0.9482892,0.97345835,0.996806448771033,0.95117901727544,0.973458370077216,0.009414673,10.816653826392,0.990585327148438
"sorghum",2,53,"yes","SegFormer",0.95184535,0.9753286,0.996491458895248,0.955046025808079,0.975328647314482,0.008769989,9.8488578017961,0.991230010986328
"sorghum",2,53,"yes","SegFormer",0.9510913,0.9749326,0.996488686988391,0.954289437182128,0.974932634810894,0.008907318,9.8488578017961,0.991092681884766
"sorghum",2,53,"yes","SegFormer",0.9507572,0.9747571,0.996465655390424,0.953974191921315,0.974757073065979,0.008968353,9.8488578017961,0.991031646728516
"sorghum",2,53,"yes","SegFormer",0.9574846,0.9782806,0.994871906303644,0.962233617754613,0.978280610664188,0.0077552795,9.8488578017961,0.992244720458984
"sorghum",2,53,"no","SegFormer",0.954105,0.97651356,0.968820551819197,0.984329727641491,0.976513563686448,0.0074806213,24,0.992519378662109
"sorghum",2,53,"yes","SegFormer",0.9387628,0.9684143,0.954503881241059,0.982736140621982,0.968414290303009,0.010128021,25.0199920063936,0.989871978759766
"sorghum",2,53,"yes","SegFormer",0.9453327,0.97189826,0.956426200383375,0.98787908054858,0.971898235028624,0.009025574,23,0.990974426269531
"sorghum",2,53,"yes","SegFormer",0.9488053,0.9737302,0.96579734929457,0.981794475564999,0.973730213846117,0.008369446,23.1948270094864,0.991630554199219
"sorghum",2,53,"yes","SegFormer",0.9542516,0.97659034,0.973125239739164,0.980080162256133,0.976590318544895,0.007423401,26,0.992576599121094
"sorghum",2,53,"yes","SegFormer",0.9580131,0.9785564,0.975936021518288,0.981190844118215,0.978556378303534,0.006793976,23.5372045918796,0.993206024169922
"sorghum",2,54,"no","SegFormer",0.9547674,0.97686034,0.987881024010899,0.966082877681867,0.976860362319857,0.006290436,15.8113883008419,0.993709564208984
"sorghum",2,54,"no","SegFormer",0.9649841,0.98218006,0.980255482095312,0.984112205670351,0.982180057851116,0.004535675,6.32455532033676,0.995464324951172
"sorghum",2,54,"yes","SegFormer",0.963255,0.9812836,0.979214642461943,0.983361364728496,0.981283622795319,0.004764557,5,0.995235443115234
"sorghum",2,54,"yes","SegFormer",0.96454006,0.98195,0.975489033787789,0.988497116770783,0.981949997016528,0.0046157837,4.12310562561766,0.995384216308594
"sorghum",2,54,"yes","SegFormer",0.9635097,0.98141575,0.978704339774798,0.984142239308025,0.981415756922294,0.0047340393,4,0.995265960693359
"sorghum",2,54,"yes","SegFormer",0.96487975,0.982126,0.979879817034889,0.984382508409419,0.982126001947711,0.004550934,5.3851648071345,0.995449066162109
"sorghum",2,54,"yes","SegFormer",0.96122533,0.9802294,0.974756474221905,0.985764055742432,0.980229363277983,0.005050659,9.05538513813742,0.994949340820312
"sorghum",2,54,"yes","SegFormer",0.9508975,0.9748308,0.988445078459344,0.961586499764079,0.974830822043079,0.0068244934,13.4164078649987,0.993175506591797
"sorghum",2,54,"yes","SegFormer",0.95000136,0.9743597,0.993310265282584,0.956118682172694,0.974359699613911,0.006916046,17.8044938147649,0.993083953857422
"sorghum",2,54,"yes","SegFormer",0.95495594,0.97695905,0.991679771265189,0.962668961114658,0.97695904456087,0.0062408447,12.0830459735946,0.993759155273438
"sorghum",2,54,"yes","SegFormer",0.9481339,0.9733765,0.99204565104617,0.955397041272308,0.973376504022509,0.007183075,17.8044938147649,0.992816925048828
"sorghum",2,54,"yes","SegFormer",0.95946354,0.9793125,0.981757322175732,0.976879735768409,0.979312455654642,0.005672455,12.2065556157337,0.994327545166016
"sorghum",2,54,"no","SegFormer",0.9581,0.9786017,0.978901660280971,0.978301934956859,0.978601705735151,0.0031967163,4.47213595499958,0.996803283691406
"sorghum",2,54,"yes","SegFormer",0.9537901,0.9763486,0.976897521083568,0.975800275693062,0.976348590110339,0.0035324097,6,0.996467590332031
"sorghum",2,54,"yes","SegFormer",0.9544479,0.97669315,0.97671806392321,0.976668198294787,0.976693130472519,0.0034828186,5.3851648071345,0.996517181396484
"sorghum",2,54,"yes","SegFormer",0.9565629,0.9777993,0.97521710426083,0.980395160055139,0.977799276948928,0.003326416,5,0.996673583984375
"sorghum",2,54,"yes","SegFormer",0.9578795,0.97848666,0.978212062455353,0.978761423393067,0.978486665816001,0.0032157898,4,0.996784210205078
"sorghum",2,54,"yes","SegFormer",0.9583687,0.9787418,0.977297022143039,0.98019094297238,0.978741843393148,0.0031814575,4,0.996818542480469
"sorghum",2,55,"no","SegFormer",0.9602744,0.97973466,0.98545230447449,0.974083030291843,0.979734684973218,0.008327484,7.61577310586391,0.991672515869141
"sorghum",2,55,"no","SegFormer",0.96290946,0.9811043,0.977190064003158,0.985050022737608,0.981104301425316,0.005092621,5,0.994907379150391
"sorghum",2,55,"yes","SegFormer",0.9605888,0.9798983,0.976812494704437,0.983003638017281,0.97989828731708,0.0054130554,5.8309518948453,0.994586944580078
"sorghum",2,55,"yes","SegFormer",0.96344256,0.98138094,0.981520441235003,0.981241473396999,0.981380937491117,0.0049972534,6.32455532033676,0.995002746582031
"sorghum",2,55,"yes","SegFormer",0.957393,0.9782328,0.966827670441928,0.989910186448386,0.97823278283339,0.0059127808,5.8309518948453,0.994087219238281
"sorghum",2,55,"yes","SegFormer",0.95904607,0.979095,0.971911056345917,0.986385857207822,0.979094961349659,0.0056533813,4.47213595499958,0.994346618652344
"sorghum",2,55,"yes","SegFormer",0.954819,0.9768874,0.975323681899312,0.978456116416553,0.976887388090407,0.006214142,6.70820393249937,0.993785858154297
"sorghum",2,55,"yes","SegFormer",0.9559199,0.97746325,0.980998066339432,0.973953814630905,0.977463249256649,0.009281158,11,0.990718841552734
"sorghum",2,55,"yes","SegFormer",0.9543429,0.97663814,0.988966483090142,0.964613368283093,0.976638134041042,0.009536743,9,0.990463256835938
"sorghum",2,55,"yes","SegFormer",0.94666034,0.9725994,0.989812885839338,0.955974378380374,0.972599395271095,0.011131287,10.1980390271856,0.988868713378906
"sorghum",2,55,"yes","SegFormer",0.9585686,0.9788461,0.986191261335532,0.971609473353885,0.978846064438142,0.008678436,8.06225774829855,0.991321563720703
"sorghum",2,55,"yes","SegFormer",0.95976394,0.97946894,0.983222038280538,0.975744374503904,0.979468934719366,0.008453369,7.61577310586391,0.991546630859375
"sorghum",2,55,"no","SegFormer",0.93704754,0.9675008,0.952899442257218,0.982556664411367,0.967500832778148,0.011909485,11,0.988090515136719
"sorghum",2,55,"yes","SegFormer",0.9153157,0.9557857,0.9210949448998,0.993191813261164,0.955785704112153,0.016578674,19.9248588451713,0.983421325683594
"sorghum",2,55,"yes","SegFormer",0.92844087,0.9628928,0.938923936191586,0.988117388362652,0.962892757803647,0.01374054,16,0.986259460449219
"sorghum",2,55,"yes","SegFormer",0.9385716,0.9683125,0.952192130812468,0.984988159675237,0.968312530528679,0.011631012,12.2065556157337,0.988368988037109
"sorghum",2,55,"yes","SegFormer",0.9380729,0.9680471,0.954199100412824,0.982302943166441,0.968047090691254,0.0116996765,11,0.988300323486328
"sorghum",2,55,"yes","SegFormer",0.9220254,0.95943105,0.932193925373432,0.988307679296346,0.959431028643562,0.015079498,19.2353840616713,0.984920501708984
"sorghum",2,56,"no","SegFormer",0.9372755,0.96762234,0.991859153548134,0.944541739638062,0.967622328273948,0.0103263855,22.8035085019828,0.989673614501953
"sorghum",2,56,"no","SegFormer",0.9630634,0.9811842,0.982373246505251,0.9799980462072,0.981184208917634,0.005870819,6,0.994129180908203
"sorghum",2,56,"yes","SegFormer",0.96263343,0.980961,0.984216737142295,0.977726762076882,0.980961015412511,0.0059280396,6.32455532033676,0.994071960449219
"sorghum",2,56,"yes","SegFormer",0.95799685,0.9785479,0.977855818944493,0.979240951497094,0.978547895057962,0.006706238,12.2065556157337,0.993293762207031
"sorghum",2,56,"yes","SegFormer",0.9602383,0.9797159,0.979190046352769,0.980242270307234,0.979715875805507,0.006340027,10.1980390271856,0.993659973144531
"sorghum",2,56,"yes","SegFormer",0.96326464,0.9812886,0.983418774068533,0.979167684267083,0.981288625099431,0.005832672,6,0.994167327880859
"sorghum",2,56,"yes","SegFormer",0.9620463,0.9806561,0.984469603741078,0.976871977726762,0.98065607531627,0.0060195923,6.32455532033676,0.993980407714844
"sorghum",2,56,"yes","SegFormer",0.9375391,0.96776277,0.991331178372025,0.945288966725044,0.967762756840105,0.0102882385,21.9544984001001,0.989711761474609
"sorghum",2,56,"yes","SegFormer",0.9349955,0.96640587,0.990873629204387,0.943117338003503,0.966405857440241,0.01071167,25,0.989288330078125
"sorghum",2,56,"yes","SegFormer",0.93156844,0.964572,0.99227141410899,0.938377116170461,0.964572032067592,0.011260986,26.0768096208106,0.988739013671875
"sorghum",2,56,"yes","SegFormer",0.9374479,0.9677142,0.99130626438752,0.945218914185639,0.96771417301187,0.010303497,23.43074902772,0.989696502685547
"sorghum",2,56,"yes","SegFormer",0.91442525,0.95530003,0.990547113986259,0.922475189725628,0.955300035063538,0.014102936,24.7588368062799,0.985897064208984
"sorghum",2,56,"no","SegFormer",0.96163136,0.98044044,0.990602542841349,0.970484700785269,0.980440432225414,0.005455017,7.07106781186548,0.994544982910156
"sorghum",2,56,"yes","SegFormer",0.96210676,0.9806875,0.990092452049124,0.97145951800704,0.980687487186496,0.0053901672,7.07106781186548,0.994609832763672
"sorghum",2,56,"yes","SegFormer",0.95421207,0.9765696,0.980877974157948,0.97229894394801,0.976569618015421,0.0065727234,13,0.993427276611328
"sorghum",2,56,"yes","SegFormer",0.94546795,0.9719697,0.97258899764119,0.971351204982399,0.971969707233143,0.007892609,19.0262975904404,0.992107391357422
"sorghum",2,56,"yes","SegFormer",0.9608227,0.98002,0.98999806592435,0.970240996479827,0.980019966358054,0.0055732727,8,0.994426727294922
"sorghum",2,56,"yes","SegFormer",0.9604659,0.9798344,0.990890211823342,0.969022474952613,0.979834348689164,0.005619049,7.07106781186548,0.994380950927734
"sorghum",2,57,"no","SegFormer",0.96003824,0.97961175,0.984208130536783,0.975058105248552,0.97961175199526,0.004463196,5.8309518948453,0.995536804199219
"sorghum",2,57,"no","SegFormer",0.9334067,0.9655565,0.94975309270478,0.981894736842105,0.965556504412183,0.005077362,11.1803398874989,0.994922637939453
"sorghum",2,57,"yes","SegFormer",0.93636453,0.9671366,0.952716503267974,0.982,0.967136636947958,0.004837036,7.21110255092798,0.995162963867188
"sorghum",2,57,"yes","SegFormer",0.9336854,0.9657056,0.945939124728686,0.986315789473684,0.965705598928139,0.005077362,7.61577310586391,0.994922637939453
"sorghum",2,57,"yes","SegFormer",0.9350047,0.9664108,0.946372717182928,0.987315789473684,0.966410798001133,0.0049743652,8.06225774829855,0.995025634765625
"sorghum",2,57,"yes","SegFormer",0.9378776,0.9679431,0.955678670360111,0.980526315789474,0.967943056060685,0.0047073364,10.295630140987,0.995292663574219
"sorghum",2,57,"yes","SegFormer",0.9310997,0.9643207,0.945073269327943,0.984368421052632,0.964320701211652,0.005279541,11.6619037896906,0.994720458984375
"sorghum",2,57,"yes","SegFormer",0.9563183,0.9776715,0.984079567020454,0.971346307281368,0.977671479199036,0.004878998,6,0.995121002197266
"sorghum",2,57,"yes","SegFormer",0.95677775,0.97791153,0.980606229725487,0.975231553751691,0.977911506887436,0.0048446655,8.06225774829855,0.995155334472656
"sorghum",2,57,"yes","SegFormer",0.9556657,0.9773303,0.978077337317166,0.976584452076179,0.977330324596424,0.0049819946,10.295630140987,0.995018005371094
"sorghum",2,57,"yes","SegFormer",0.95958424,0.97937536,0.981936743731911,0.976827279980574,0.979375347801892,0.004524231,6.40312423743285,0.995475769042969
"sorghum",2,57,"yes","SegFormer",0.95601034,0.9775105,0.979485214726063,0.975543761057342,0.977510514790226,0.0049362183,8.60232526704263,0.995063781738281
"sorghum",2,57,"no","SegFormer",0.9449923,0.9717183,0.9884428979744,0.955550216242191,0.971718282328508,0.0052986145,8.06225774829855,0.994701385498047
"sorghum",2,57,"yes","SegFormer",0.94493556,0.97168833,0.989497280916601,0.954509050136153,0.971688306394081,0.0052986145,9.48683298050514,0.994701385498047
"sorghum",2,57,"yes","SegFormer",0.9425033,0.9704007,0.987602106397977,0.953788242831972,0.970400700767993,0.005542755,8.54400374531753,0.994457244873047
"sorghum",2,57,"yes","SegFormer",0.9436086,0.97098625,0.985523385300668,0.956871696299856,0.970986224551993,0.0054473877,10,0.994552612304688
"sorghum",2,57,"yes","SegFormer",0.9434865,0.9709216,0.987009225931902,0.95534999199103,0.970921596158151,0.0054512024,8.54400374531753,0.994548797607422
"sorghum",2,57,"yes","SegFormer",0.94530356,0.9718828,0.987074127606855,0.957152010251482,0.971882814564824,0.0052757263,8.54400374531753,0.994724273681641
"sorghum",2,58,"no","SegFormer",0.96605724,0.98273563,0.986989230689957,0.978518518518519,0.982735621568929,0.0051345825,8.54400374531753,0.994865417480469
"sorghum",2,58,"yes","SegFormer",0.96446115,0.9819091,0.985763933582186,0.978084291187739,0.98190909673697,0.005382538,10.295630140987,0.994617462158203
"sorghum",2,58,"yes","SegFormer",0.9548154,0.9768855,0.988980211496178,0.965083014048531,0.97688548749903,0.0068206787,20.8806130178211,0.993179321289062
"sorghum",2,58,"yes","SegFormer",0.95977694,0.9794757,0.987562964116944,0.971519795657727,0.979475690152452,0.0060806274,17.0293863659264,0.993919372558594
"sorghum",2,58,"yes","SegFormer",0.9614531,0.98034775,0.987306357183566,0.973486590038314,0.980347772404568,0.0058288574,13.4164078649987,0.994171142578125
"sorghum",2,58,"yes","SegFormer",0.96617335,0.9827957,0.985065434949961,0.980536398467433,0.982795698924731,0.005126953,5,0.994873046875
"sorghum",2,59,"no","SegFormer",0.952278,0.9755557,0.984932439000681,0.966355897851642,0.975555742775645,0.00774765,32.4499614791759,0.992252349853516
"sorghum",2,59,"no","SegFormer",0.97076154,0.98516387,0.98473598212993,0.985592150205974,0.985163880152293,0.005470276,5,0.994529724121094
"sorghum",2,59,"yes","SegFormer",0.97019273,0.9848709,0.983985618051825,0.985757757674871,0.984870890683654,0.005580902,5.09901951359278,0.994419097900391
"sorghum",2,59,"yes","SegFormer",0.9672533,0.9833541,0.979246212587757,0.987496636098288,0.983354119211305,0.006160736,6,0.993839263916016
"sorghum",2,59,"yes","SegFormer",0.9695064,0.9845171,0.983114872535865,0.985923365143768,0.984517115925252,0.0057144165,4.47213595499958,0.994285583496094
"sorghum",2,59,"yes","SegFormer",0.9695203,0.98452425,0.981365309858286,0.987703645434409,0.984524276251986,0.005722046,5,0.994277954101562
"sorghum",2,59,"yes","SegFormer",0.96781504,0.9836443,0.986264593869014,0.981037944811311,0.983644326366259,0.006011963,4.47213595499958,0.993988037109375
"sorghum",2,59,"yes","SegFormer",0.949772,0.97423905,0.985200897210845,0.963518443453587,0.974239045265505,0.008152008,32.649655434629,0.991847991943359
"sorghum",2,59,"yes","SegFormer",0.94845164,0.97354394,0.987108475074751,0.960347170891056,0.973543950399439,0.008350372,33.2866339541865,0.991649627685547
"sorghum",2,59,"yes","SegFormer",0.9518146,0.9753125,0.983325658612249,0.967428884808889,0.9753125,0.007835388,29.2061637330205,0.992164611816406
"sorghum",2,59,"yes","SegFormer",0.9498825,0.97429717,0.984871370103294,0.963947638236486,0.974297179076241,0.008136749,32.4499614791759,0.991863250732422
"sorghum",2,59,"yes","SegFormer",0.95273554,0.9757958,0.984703911428363,0.967047378335201,0.975795779900392,0.007675171,32.4499614791759,0.992324829101562
"sorghum",2,59,"no","SegFormer",0.9567142,0.97787833,0.965587272932416,0.990486331334923,0.977878330819507,0.007385254,12.6491106406735,0.99261474609375
"sorghum",2,59,"yes","SegFormer",0.95769686,0.9783914,0.968647201615282,0.98833360338881,0.978391384051329,0.007194519,11,0.992805480957031
"sorghum",2,59,"yes","SegFormer",0.96110594,0.98016727,0.981076505646901,0.979259739357885,0.98016728064688,0.0065307617,7,0.99346923828125
"sorghum",2,59,"yes","SegFormer",0.9616096,0.9804291,0.974111733120073,0.986829008587764,0.980429133224479,0.0064926147,8,0.993507385253906
"sorghum",2,59,"yes","SegFormer",0.9476277,0.9731097,0.950114678899083,0.997245434133469,0.973109718222373,0.009082794,11.4017542509914,0.990917205810547
"sorghum",2,59,"yes","SegFormer",0.9533694,0.9761281,0.960808053631084,0.991944630911321,0.976128106421266,0.0079956055,13,0.99200439453125
"sorghum",2,60,"no","SegFormer",0.7414638,0.85154086,0.74146376602795,1,0.851540847983454,0.041072845,27.5136329843952,0.958927154541016
"sorghum",2,60,"no","SegFormer",0.9691856,0.9843517,0.98639621037289,0.982315657054384,0.98435170482782,0.004924774,6.08276253029822,0.995075225830078
"sorghum",2,60,"yes","SegFormer",0.96509117,0.9822355,0.970884340880087,0.99385523514612,0.982235505080693,0.00566864,5.3851648071345,0.994331359863281
"sorghum",2,60,"yes","SegFormer",0.9594931,0.97932786,0.989867786976399,0.969010063866847,0.979327881077248,0.006450653,7,0.993549346923828
"sorghum",2,60,"yes","SegFormer",0.96547437,0.9824339,0.988059117157678,0.976872459841301,0.982433944820203,0.005508423,6.32455532033676,0.994491577148438
"sorghum",2,60,"yes","SegFormer",0.97080517,0.98518634,0.986536642165781,0.983839752274047,0.985186351578871,0.0046653748,5.8309518948453,0.995334625244141
"sorghum",2,60,"yes","SegFormer",0.96952397,0.9845262,0.987039828818752,0.982025353203019,0.984526206010041,0.0048675537,6,0.995132446289062
"sorghum",2,60,"yes","SegFormer",0.76034176,0.863857,0.760341770905151,1,0.863856988991621,0.03712845,25.0798724079689,0.962871551513672
"sorghum",2,60,"yes","SegFormer",0.8015733,0.8898592,0.801656540478787,0.999870462126364,0.889859207701065,0.029155731,22.4722050542442,0.970844268798828
"sorghum",2,60,"yes","SegFormer",0.8260229,0.9047235,0.826731346483705,0.998963697010914,0.904723497235706,0.024784088,21.8403296678416,0.975215911865234
"sorghum",2,60,"yes","SegFormer",0.74430543,0.8534118,0.744305445079181,1,0.853411823231904,0.04046631,26.2488094968134,0.95953369140625
"sorghum",2,60,"yes","SegFormer",0.7410723,0.8512826,0.741072285686858,1,0.851282616786359,0.04115677,24.738633753706,0.958843231201172
