crop,collectiondate,genotype,individual_id,augmented?,modelname,IoU,Dice,Precision,Recall,F1,MAE,Hausdorff,PixelAccuracy
wheat,1,15,1,yes,U-NET,0.91435844,0.95526356,0.966756371695425,0.9440408100170041,0.9552635695291726,0.0021820068,8.602325267042627,0.9978179931640625
wheat,1,15,1,yes,U-NET,0.9316482,0.9646148,0.9663357120695004,0.9628999845416603,0.964614789005033,0.0017433167,2.8284271247461903,0.9982566833496094
wheat,1,15,1,yes,U-NET,0.02550626,0.049743745,1.0,0.025506260627608596,0.04974374434730178,0.024047852,236.07202290826416,0.9759521484375
wheat,1,15,5,no,U-NET,0.86997044,0.9304644,0.8962206644315758,0.9674288534298404,0.9304643619966775,0.003353119,16.97056274847714,0.9966468811035156
wheat,1,15,5,yes,U-NET,0.8835317,0.93816495,0.913111180317658,0.9646323408455338,0.9381649468042557,0.002948761,11.40175425099138,0.9970512390136719
wheat,1,15,5,yes,U-NET,0.8652283,0.9277452,0.8948494574354272,0.9631518341832538,0.9277452067818095,0.003479004,14.142135623730951,0.99652099609375
wheat,1,15,5,yes,U-NET,0.77744925,0.8747921,0.8094305302924304,0.9516367823655206,0.8747920762135188,0.0063171387,127.91403363196706,0.993682861328125
wheat,1,15,5,yes,U-NET,0.8596257,0.9245147,0.8986024844720497,0.9519657838460273,0.9245147375988497,0.003604889,20.518284528683193,0.9963951110839844
wheat,1,15,5,yes,U-NET,0.88031995,0.93635124,0.9142633228840126,0.9595328178976805,0.9363512320410948,0.003025055,15.0,0.9969749450683594
wheat,1,16,1,no,U-NET,0.9084719,0.95204115,0.9563567362428842,0.9477643125783536,0.9520411375800188,0.0017433167,4.47213595499958,0.9982566833496094
wheat,1,16,10,no,U-NET,0.9209302,0.95883775,0.9639727361246349,0.953757225433526,0.9588377723970944,0.0019454956,10.770329614269007,0.9980545043945312
wheat,1,16,10,yes,U-NET,0.9066237,0.9510253,0.9526341227646206,0.9494219653179191,0.9510253317249698,0.0023231506,15.652475842498529,0.9976768493652344
wheat,1,16,10,yes,U-NET,0.91146636,0.95368284,0.9552190721649485,0.9521515735388568,0.9536828562238662,0.0021972656,12.36931687685298,0.997802734375
wheat,1,16,10,yes,U-NET,0.91122997,0.95355344,0.9495303295653559,0.9576107899807321,0.9535534415221041,0.002216339,7.280109889280518,0.9977836608886719
wheat,1,16,10,yes,U-NET,0.92044586,0.9585752,0.949440856827847,0.9678869621066153,0.958575176910233,0.0019874573,11.40175425099138,0.9980125427246094
wheat,1,16,10,yes,U-NET,0.9096985,0.95271426,0.9660009902624196,0.9397880539499036,0.952714250834215,0.002216339,10.44030650891055,0.9977836608886719
wheat,1,16,1,yes,U-NET,0.9110084,0.95343214,0.9593822720541569,0.947555369828667,0.9534321454851257,0.0016899109,4.47213595499958,0.9983100891113281
wheat,1,16,1,yes,U-NET,0.9101438,0.9529584,0.9535564853556485,0.9523610530714585,0.9529583943131925,0.0017166138,4.47213595499958,0.9982833862304688
