crop,collectiondate,genotype,augmented?,modelname,IoU,Precision,Recall,F1
sorghum,1,45,no,U-NET,0.8694494,0.8754750726581713,0.9921459336204712,0.930166270783848
sorghum,1,46,no,U-NET,0.9160165,0.9196670462130433,0.9956853493166699,0.956167654892996
sorghum,1,46,no,U-NET,0.9192778,0.9289444973188793,0.9888067999308147,0.9579413524835428
sorghum,1,46,no,U-NET,0.9518453,0.977939670557945,0.9727315057330772,0.9753286354152989
sorghum,1,47,no,U-NET,0.9401255,0.944,0.9956532856047047,0.96913887506222
sorghum,1,47,no,U-NET,0.9011888,0.9940077546704265,0.9061114324272219,0.948026625428629
sorghum,1,47,no,U-NET,0.88696,0.9428172942817294,0.9373866666666667,0.940094137783483
sorghum,1,48,no,U-NET,0.9541906,0.9815133465696007,0.9716531993885128,0.976558384547849
sorghum,1,48,no,U-NET,0.94195426,0.9618628529519618,0.9784989995591278,0.9701096093067043
sorghum,1,48,no,U-NET,0.95672625,0.9874311294765841,0.9685209578815821,0.9778846317799716
sorghum,1,49,no,U-NET,0.9433768,0.9628733697938578,0.9789873282361119,0.9708634905485299
sorghum,1,49,no,U-NET,0.8940945,0.9214311528731478,0.9678839875484018,0.9440864992964526
sorghum,1,49,no,U-NET,0.9145593,0.9361648655441066,0.9753862267609322,0.9553731726083611
sorghum,1,4,no,U-NET,0.31056166,0.8907475169890224,0.322859759370954,0.4739367249971028
sorghum,1,4,no,U-NET,0.9693235,0.9794607050273636,0.9894355163615202,0.9844228435269622
sorghum,1,4,no,U-NET,0.95081276,0.975796476448367,0.9737781484570476,0.9747862676997061
sorghum,1,50,no,U-NET,0.81086266,0.8720389126360785,0.9203724692757295,0.8955540178185278
sorghum,1,50,no,U-NET,0.92557853,0.9386403904137266,0.985188085217448,0.961351119034733
sorghum,1,50,no,U-NET,0.8438519,0.9517453174410119,0.8815693122289191,0.9153142088487294
sorghum,1,51,no,U-NET,0.9435136,0.9584473924334947,0.9837541875292677,0.9709359168073949
sorghum,1,51,no,U-NET,0.94474185,0.9843587946741416,0.9591401961052085,0.9715858787073927
sorghum,1,51,no,U-NET,0.9217486,0.9243863582723625,0.996913776646516,0.9592811438018554
sorghum,1,52,no,U-NET,0.91343796,0.9353890430671189,0.9749523258554563,0.9547610054975031
sorghum,1,52,no,U-NET,0.8972185,0.9187725631768953,0.9745192443055438,0.9458251923103198
sorghum,1,52,no,U-NET,0.8578185,0.8683031167243838,0.9861191440138809,0.9234685587390998
